p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"10,515",0,0.00,"10,515","410,055",0,"78,926",0.16,1.00,0.98
0.01,"3,647",0,0.00,"14,162","406,408",0,"78,926",0.16,1.00,0.97
0.02,"4,346",0,0.00,"18,508","402,062",0,"78,926",0.16,1.00,0.96
0.03,"4,751",0,0.00,"23,259","397,311",0,"78,926",0.17,1.00,0.95
0.04,"5,386",0,0.00,"28,645","391,925",0,"78,926",0.17,1.00,0.94
0.05,"5,939",0,0.00,"34,584","385,986",0,"78,926",0.17,1.00,0.93
0.06,"6,584",0,0.00,"41,168","379,402",0,"78,926",0.17,1.00,0.92
0.07,"6,882",0,0.00,"48,050","372,520",0,"78,926",0.17,1.00,0.90
0.08,216,0,0.00,"48,266","372,304",0,"78,926",0.17,1.00,0.90
0.09,"7,093",0,0.00,"55,359","365,211",0,"78,926",0.18,1.00,0.89
0.1,"7,594",0,0.00,"62,953","357,617",0,"78,926",0.18,1.00,0.87
0.11,"7,880",0,0.00,"70,833","349,737",0,"78,926",0.18,1.00,0.86
0.12,"8,178",0,0.00,"79,011","341,559",0,"78,926",0.19,1.00,0.84
0.13,"8,649",0,0.00,"87,660","332,910",0,"78,926",0.19,1.00,0.82
0.14,"8,913",0,0.00,"96,573","323,997",0,"78,926",0.20,1.00,0.81
0.15,"9,036",0,0.00,"105,609","314,961",0,"78,926",0.20,1.00,0.79
0.16,"9,357",0,0.00,"114,966","305,604",0,"78,926",0.21,1.00,0.77
0.17,"9,362",0,0.00,"124,328","296,242",0,"78,926",0.21,1.00,0.75
0.18,"9,424",0,0.00,"133,752","286,818",0,"78,926",0.22,1.00,0.73
0.19,509,0,0.00,"134,261","286,309",0,"78,926",0.22,1.00,0.73
0.2,"9,329",0,0.00,"143,590","276,980",0,"78,926",0.22,1.00,0.71
0.21,"9,416",0,0.00,"153,006","267,564",0,"78,926",0.23,1.00,0.69
0.22,"9,864",0,0.00,"162,870","257,700",0,"78,926",0.23,1.00,0.67
0.23,"9,812",0,0.00,"172,682","247,888",0,"78,926",0.24,1.00,0.65
0.24,"9,738",0,0.00,"182,420","238,150",0,"78,926",0.25,1.00,0.63
0.25,"9,604",0,0.00,"192,024","228,546",0,"78,926",0.26,1.00,0.62
0.26,"9,783",0,0.00,"201,807","218,763",0,"78,926",0.27,1.00,0.60
0.27,"9,519",0,0.00,"211,326","209,244",0,"78,926",0.27,1.00,0.58
0.28,"9,461",0,0.00,"220,787","199,783",0,"78,926",0.28,1.00,0.56
0.29,"9,303",0,0.00,"230,090","190,480",0,"78,926",0.29,1.00,0.54
0.3,"9,130",0,0.00,"239,220","181,350",0,"78,926",0.30,1.00,0.52
0.31,562,0,0.00,"239,782","180,788",0,"78,926",0.30,1.00,0.52
0.32,"8,915",0,0.00,"248,697","171,873",0,"78,926",0.31,1.00,0.50
0.33,"8,558",0,0.00,"257,255","163,315",0,"78,926",0.33,1.00,0.48
0.34,"8,545",0,0.00,"265,800","154,770",0,"78,926",0.34,1.00,0.47
0.35,"8,294",0,0.00,"274,094","146,476",0,"78,926",0.35,1.00,0.45
0.36,"8,162",0,0.00,"282,256","138,314",0,"78,926",0.36,1.00,0.43
0.37,"7,950",0,0.00,"290,206","130,364",0,"78,926",0.38,1.00,0.42
0.38,"7,635",0,0.00,"297,841","122,729",0,"78,926",0.39,1.00,0.40
0.39,"7,466",0,0.00,"305,307","115,263",0,"78,926",0.41,1.00,0.39
0.4,"7,090",0,0.00,"312,397","108,173",0,"78,926",0.42,1.00,0.37
0.41,"6,853",0,0.00,"319,250","101,320",0,"78,926",0.44,1.00,0.36
0.42,529,0,0.00,"319,779","100,791",0,"78,926",0.44,1.00,0.36
