p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,"2,203",0,inf,"2,203","418,367",0,"78,926",5.30,0.16,1.00,1.00
0.01,"1,453",0,inf,"3,656","416,914",0,"78,926",5.28,0.16,1.00,0.99
0.02,"1,195",0,inf,"4,851","415,719",0,"78,926",5.27,0.16,1.00,0.99
0.03,"1,553",0,inf,"6,404","414,166",0,"78,926",5.25,0.16,1.00,0.99
0.04,"1,198",0,inf,"7,602","412,968",0,"78,926",5.23,0.16,1.00,0.98
0.05,"1,354",0,inf,"8,956","411,614",0,"78,926",5.22,0.16,1.00,0.98
0.06,"1,189",0,inf,"10,145","410,425",0,"78,926",5.20,0.16,1.00,0.98
0.07,"1,413",0,inf,"11,558","409,012",0,"78,926",5.18,0.16,1.00,0.98
0.08,"1,326",0,inf,"12,884","407,686",0,"78,926",5.17,0.16,1.00,0.97
0.09,"1,316",0,inf,"14,200","406,370",0,"78,926",5.15,0.16,1.00,0.97
0.1,"1,571",0,inf,"15,771","404,799",0,"78,926",5.13,0.16,1.00,0.97
0.11,"1,484",0,inf,"17,255","403,315",0,"78,926",5.11,0.16,1.00,0.97
0.12,"1,338",0,inf,"18,593","401,977",0,"78,926",5.09,0.16,1.00,0.96
0.13,"1,447",0,inf,"20,040","400,530",0,"78,926",5.07,0.16,1.00,0.96
0.14,"1,635",0,inf,"21,675","398,895",0,"78,926",5.05,0.17,1.00,0.96
0.15,"1,275",0,inf,"22,950","397,620",0,"78,926",5.04,0.17,1.00,0.95
0.16,"1,442",1,1442.00,"24,392","396,178",1,"78,925",5.02,0.17,1.00,0.95
0.17,"1,657",0,inf,"26,049","394,521",1,"78,925",5.00,0.17,1.00,0.95
0.18,"1,479",0,inf,"27,528","393,042",1,"78,925",4.98,0.17,1.00,0.94
0.19,"1,488",1,1488.00,"29,016","391,554",2,"78,924",4.96,0.17,1.00,0.94
0.2,"1,673",4,418.25,"30,689","389,881",6,"78,920",4.94,0.17,1.00,0.94
0.21,"1,664",2,832.00,"32,353","388,217",8,"78,918",4.92,0.17,1.00,0.94
0.22,"1,584",2,792.00,"33,937","386,633",10,"78,916",4.90,0.17,1.00,0.93
0.23,"1,431",2,715.50,"35,368","385,202",12,"78,914",4.88,0.17,1.00,0.93
0.24,"1,395",1,1395.00,"36,763","383,807",13,"78,913",4.86,0.17,1.00,0.93
0.25,"1,728",5,345.60,"38,491","382,079",18,"78,908",4.84,0.17,1.00,0.92
0.26,"1,628",3,542.67,"40,119","380,451",21,"78,905",4.82,0.17,1.00,0.92
0.27,"1,489",2,744.50,"41,608","378,962",23,"78,903",4.80,0.17,1.00,0.92
