p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"402,719",0,"78,926",5.10,0.16,1.00,1.00
0.05,"21,954",125,175.63,"21,954","380,765",125,"78,801",4.83,0.17,1.00,0.95
0.1,"37,414",581,64.40,"59,368","343,351",706,"78,220",4.39,0.19,0.99,0.88
0.15,"38,363","1,109",34.59,"97,731","304,988","1,815","77,111",3.96,0.20,0.98,0.79
0.2,"36,709","1,574",23.32,"134,440","268,279","3,389","75,537",3.55,0.22,0.96,0.71
0.25,"35,090","2,096",16.74,"169,530","233,189","5,485","73,441",3.18,0.24,0.93,0.64
0.3,"32,074","2,678",11.98,"201,604","201,115","8,163","70,763",2.84,0.26,0.90,0.56
0.35,"30,015","3,121",9.62,"231,619","171,100","11,284","67,642",2.53,0.28,0.86,0.50
0.4,"27,285","3,702",7.37,"258,904","143,815","14,986","63,940",2.25,0.31,0.81,0.43
0.45,"24,508","4,174",5.87,"283,412","119,307","19,160","59,766",2.00,0.33,0.76,0.37
0.5,"22,168","4,625",4.79,"305,580","97,139","23,785","55,141",1.76,0.36,0.70,0.32
0.55,"19,768","5,030",3.93,"325,348","77,371","28,815","50,111",1.54,0.39,0.63,0.26
0.6,"17,622","5,455",3.23,"342,970","59,749","34,270","44,656",1.34,0.43,0.57,0.22
0.65,"15,287","5,736",2.67,"358,257","44,462","40,006","38,920",1.14,0.47,0.49,0.17
0.7,"12,848","5,974",2.15,"371,105","31,614","45,980","32,946",0.96,0.51,0.42,0.13
0.75,"10,550","6,166",1.71,"381,655","21,064","52,146","26,780",0.79,0.56,0.34,0.10
0.8,"8,320","6,268",1.33,"389,975","12,744","58,414","20,512",0.62,0.62,0.26,0.07
0.85,"6,015","6,238",0.96,"395,990","6,729","64,652","14,274",0.47,0.68,0.18,0.04
0.9,"3,974","5,732",0.69,"399,964","2,755","70,384","8,542",0.32,0.76,0.11,0.02
0.95,"2,109","5,330",0.40,"402,073",646,"75,714","3,212",0.20,0.83,0.04,0.01
1.0,646,"3,212",0.20,"402,719",0,"78,926",0,nan,nan,0.00,0.00
