p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"21,211",0,0.00,"21,211","399,359",0,"78,926",0.17,1.00,0.96
0.1,"21,998",131,0.01,"43,209","377,361",131,"78,795",0.17,1.00,0.91
0.2,"40,229","1,191",0.03,"83,438","337,132","1,322","77,604",0.19,0.98,0.83
0.3,"53,647","3,181",0.06,"137,085","283,485","4,503","74,423",0.21,0.94,0.72
0.4,"64,519","6,504",0.09,"201,604","218,966","11,007","67,919",0.24,0.86,0.57
0.5,"73,678","11,377",0.13,"275,282","145,288","22,384","56,542",0.28,0.72,0.40
0.6,"66,584","15,229",0.19,"341,866","78,704","37,613","41,313",0.34,0.52,0.24
0.7,"44,826","15,515",0.26,"386,692","33,878","53,128","25,798",0.43,0.33,0.12
0.8,"23,204","12,468",0.35,"409,896","10,674","65,596","13,330",0.56,0.17,0.05
0.9,"8,638","8,291",0.49,"418,534","2,036","73,887","5,039",0.71,0.06,0.01
1.0,"2,036","5,039",0.71,"420,570",0,"78,926",0,nan,0.00,0.00
