p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.01,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.02,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.03,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.04,5,0,inf,5,"420,565",0,"78,926",5.33,0.16,1.00,1.00
0.05,"1,393",60,23.22,"1,398","419,172",60,"78,866",5.31,0.16,1.00,1.00
0.06,"21,178","1,190",17.80,"22,576","397,994","1,250","77,676",5.12,0.16,0.98,0.95
0.07,"35,989","2,343",15.36,"58,565","362,005","3,593","75,333",4.81,0.17,0.95,0.88
0.08,"19,437","1,542",12.61,"78,002","342,568","5,135","73,791",4.64,0.18,0.93,0.83
0.09,"12,266","1,192",10.29,"90,268","330,302","6,327","72,599",4.55,0.18,0.92,0.81
0.1,"15,348","1,715",8.95,"105,616","314,954","8,042","70,884",4.44,0.18,0.90,0.77
0.11,"20,001","2,417",8.28,"125,617","294,953","10,459","68,467",4.31,0.19,0.87,0.73
0.12,"25,728","3,323",7.74,"151,345","269,225","13,782","65,144",4.13,0.19,0.83,0.67
0.13,"28,311","4,057",6.98,"179,656","240,914","17,839","61,087",3.94,0.20,0.77,0.60
0.14,"27,939","4,358",6.41,"207,595","212,975","22,197","56,729",3.75,0.21,0.72,0.54
0.15,"25,286","4,304",5.88,"232,881","187,689","26,501","52,425",3.58,0.22,0.66,0.48
0.16,"24,542","4,436",5.53,"257,423","163,147","30,937","47,989",3.40,0.23,0.61,0.42
0.17,"22,150","4,287",5.17,"279,573","140,997","35,224","43,702",3.23,0.24,0.55,0.37
0.18,"19,057","4,004",4.76,"298,630","121,940","39,228","39,698",3.07,0.25,0.50,0.32
0.19,"14,697","3,324",4.42,"313,327","107,243","42,552","36,374",2.95,0.25,0.46,0.29
0.2,"11,791","2,802",4.21,"325,118","95,452","45,354","33,572",2.84,0.26,0.43,0.26
0.21,"10,769","2,822",3.82,"335,887","84,683","48,176","30,750",2.75,0.27,0.39,0.23
0.22,"10,485","2,940",3.57,"346,372","74,198","51,116","27,810",2.67,0.27,0.35,0.20
0.23,"11,028","3,173",3.48,"357,400","63,170","54,289","24,637",2.56,0.28,0.31,0.18
0.24,"10,754","3,492",3.08,"368,154","52,416","57,781","21,145",2.48,0.29,0.27,0.15
0.25,"10,139","3,464",2.93,"378,293","42,277","61,245","17,681",2.39,0.29,0.22,0.12
0.26,"8,093","2,914",2.78,"386,386","34,184","64,159","14,767",2.31,0.30,0.19,0.10
0.27,"6,549","2,545",2.57,"392,935","27,635","66,704","12,222",2.26,0.31,0.15,0.08
0.28,"6,021","2,372",2.54,"398,956","21,614","69,076","9,850",2.19,0.31,0.12,0.06
0.29,"4,203","1,723",2.44,"403,159","17,411","70,799","8,127",2.14,0.32,0.10,0.05
0.3,"3,061","1,300",2.35,"406,220","14,350","72,099","6,827",2.10,0.32,0.09,0.04
0.31,"3,191","1,315",2.43,"409,411","11,159","73,414","5,512",2.02,0.33,0.07,0.03
0.32,"2,171",961,2.26,"411,582","8,988","74,375","4,551",1.97,0.34,0.06,0.03
0.33,"1,438",678,2.12,"413,020","7,550","75,053","3,873",1.95,0.34,0.05,0.02
0.34,"1,273",633,2.01,"414,293","6,277","75,686","3,240",1.94,0.34,0.04,0.02
0.35,"1,025",473,2.17,"415,318","5,252","76,159","2,767",1.90,0.35,0.04,0.02
0.36,"1,057",476,2.22,"416,375","4,195","76,635","2,291",1.83,0.35,0.03,0.01
0.37,778,435,1.79,"417,153","3,417","77,070","1,856",1.84,0.35,0.02,0.01
0.38,915,390,2.35,"418,068","2,502","77,460","1,466",1.71,0.37,0.02,0.01
0.39,745,392,1.90,"418,813","1,757","77,852","1,074",1.64,0.38,0.01,0.01
0.4,470,243,1.93,"419,283","1,287","78,095",831,1.55,0.39,0.01,0.00
0.41,454,290,1.57,"419,737",833,"78,385",541,1.54,0.39,0.01,0.00
0.42,317,175,1.81,"420,054",516,"78,560",366,1.41,0.41,0.00,0.00
0.43,229,165,1.39,"420,283",287,"78,725",201,1.43,0.41,0.00,0.00
0.44,135,97,1.39,"420,418",152,"78,822",104,1.46,0.41,0.00,0.00
0.45,70,51,1.37,"420,488",82,"78,873",53,1.55,0.39,0.00,0.00
0.46,43,34,1.26,"420,531",39,"78,907",19,2.05,0.33,0.00,0.00
0.47,27,10,2.70,"420,558",12,"78,917",9,1.33,0.43,0.00,0.00
0.48,6,3,2.00,"420,564",6,"78,920",6,1.00,0.50,0.00,0.00
0.49,1,2,0.50,"420,565",5,"78,922",4,1.25,0.44,0.00,0.00
0.5,5,2,2.50,"420,570",0,"78,924",2,0.00,1.00,0.00,0.00
0.51,0,1,0.00,"420,570",0,"78,925",1,0.00,1.00,0.00,0.00
0.52,0,0,nan,"420,570",0,"78,925",1,0.00,1.00,0.00,0.00
0.53,0,1,0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.54,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.55,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.56,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.57,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.58,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.59,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.6,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.61,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.62,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.63,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.64,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.65,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.66,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.67,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.68,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.69,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.7,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.71,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.72,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.73,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.74,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.75,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.76,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.77,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.78,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.79,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.8,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.81,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.82,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.83,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.84,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.85,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.86,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.87,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.88,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.89,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.9,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.91,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.92,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.93,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.94,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.95,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.96,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.97,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.98,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.99,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
