p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"180,245",0,"33,825",0.16,1.00,1.00
0.05,5,0,0.00,5,"180,240",0,"33,825",0.16,1.00,1.00
0.1,82,1,0.01,87,"180,158",1,"33,824",0.16,1.00,1.00
0.15,757,15,0.02,844,"179,401",16,"33,809",0.16,1.00,1.00
0.2,"3,596",84,0.02,"4,440","175,805",100,"33,725",0.16,1.00,0.98
0.25,"9,254",379,0.04,"13,694","166,551",479,"33,346",0.17,0.99,0.93
0.3,"17,416",928,0.05,"31,110","149,135","1,407","32,418",0.18,0.96,0.85
0.35,"27,163","2,259",0.08,"58,273","121,972","3,666","30,159",0.20,0.89,0.71
0.4,"34,139","3,996",0.10,"92,412","87,833","7,662","26,163",0.23,0.77,0.53
0.45,"32,706","5,642",0.15,"125,118","55,127","13,304","20,521",0.27,0.61,0.35
0.5,"25,154","5,947",0.19,"150,272","29,973","19,251","14,574",0.33,0.43,0.21
0.55,"15,794","5,339",0.25,"166,066","14,179","24,590","9,235",0.39,0.27,0.11
0.6,"8,192","3,999",0.33,"174,258","5,987","28,589","5,236",0.47,0.15,0.05
0.65,"4,013","2,986",0.43,"178,271","1,974","31,575","2,250",0.53,0.07,0.02
0.7,"1,609","1,705",0.51,"179,880",365,"33,280",545,0.60,0.02,0.00
0.75,332,492,0.60,"180,212",33,"33,772",53,0.62,0.00,0.00
0.8,28,48,0.63,"180,240",5,"33,820",5,0.50,0.00,0.00
0.85,4,5,0.56,"180,244",1,"33,825",0,0.00,0.00,0.00
0.9,1,0,0.00,"180,245",0,"33,825",0,nan,0.00,0.00
0.95,0,0,nan,"180,245",0,"33,825",0,nan,0.00,0.00
1.0,0,0,nan,"180,245",0,"33,825",0,nan,0.00,0.00
