p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"10,736",215,0.02,"10,736","409,834",215,"78,711",0.16,1.00,0.98
0.1,"31,652","1,083",0.03,"42,388","378,182","1,298","77,628",0.17,0.98,0.91
0.2,"47,290","2,463",0.05,"89,678","330,892","3,761","75,165",0.19,0.95,0.81
0.3,"45,266","3,375",0.07,"134,944","285,626","7,136","71,790",0.20,0.91,0.72
0.4,"103,736","11,743",0.10,"238,680","181,890","18,879","60,047",0.25,0.76,0.48
0.5,"81,979","15,213",0.16,"320,659","99,911","34,092","44,834",0.31,0.57,0.29
0.6,"47,733","14,760",0.24,"368,392","52,178","48,852","30,074",0.37,0.38,0.16
0.7,"30,051","13,084",0.30,"398,443","22,127","61,936","16,990",0.43,0.22,0.08
0.8,"11,556","7,577",0.40,"409,999","10,571","69,513","9,413",0.47,0.12,0.04
0.9,"5,451","3,923",0.42,"415,450","5,120","73,436","5,490",0.52,0.07,0.02
1.0,"5,120","5,490",0.52,"420,570",0,"78,926",0,nan,0.00,0.00
