p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.01,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.02,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.03,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.04,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.05,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.06,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.07,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.08,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.09,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.1,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.11,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.12,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.13,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.14,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.15,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.16,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.17,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.18,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.19,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.2,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.21,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.22,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.23,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.24,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.25,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.26,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.27,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.28,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.29,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.3,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.31,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.32,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.33,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.34,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.35,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.36,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.37,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.38,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.39,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.4,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.41,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.42,0,0,nan,0,"399,055",0,"78,926",0.17,1.00,1.00
0.43,415,5,0.01,415,"398,640",5,"78,921",0.17,1.00,1.00
0.44,"3,210",42,0.01,"3,625","395,430",47,"78,879",0.17,1.00,0.99
0.45,"8,146",208,0.02,"11,771","387,284",255,"78,671",0.17,1.00,0.97
0.46,"23,142",730,0.03,"34,913","364,142",985,"77,941",0.18,0.99,0.92
0.47,"40,598","1,933",0.05,"75,511","323,544","2,918","76,008",0.19,0.96,0.84
0.48,"53,610","3,939",0.07,"129,121","269,934","6,857","72,069",0.21,0.91,0.72
0.49,"75,569","8,418",0.10,"204,690","194,365","15,275","63,651",0.25,0.81,0.54
0.5,"70,574","11,256",0.14,"275,264","123,791","26,531","52,395",0.30,0.66,0.37
0.51,"58,013","14,642",0.20,"333,277","65,778","41,173","37,753",0.36,0.48,0.22
0.52,"32,840","12,761",0.28,"366,117","32,938","53,934","24,992",0.43,0.32,0.12
0.53,"15,635","9,047",0.37,"381,752","17,303","62,981","15,945",0.48,0.20,0.07
0.54,"8,982","6,895",0.43,"390,734","8,321","69,876","9,050",0.52,0.11,0.04
0.55,"4,503","4,069",0.47,"395,237","3,818","73,945","4,981",0.57,0.06,0.02
0.56,"2,626","3,002",0.53,"397,863","1,192","76,947","1,979",0.62,0.03,0.01
0.57,569,827,0.59,"398,432",623,"77,774","1,152",0.65,0.01,0.00
0.58,463,834,0.64,"398,895",160,"78,608",318,0.67,0.00,0.00
0.59,146,302,0.67,"399,041",14,"78,910",16,0.53,0.00,0.00
0.6,14,16,0.53,"399,055",0,"78,926",0,nan,0.00,0.00
0.61,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.62,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.63,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.64,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.65,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.66,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.67,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.68,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.69,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.7,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.71,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.72,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.73,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.74,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.75,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.76,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.77,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.78,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.79,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.8,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.81,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.82,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.83,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.84,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.85,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.86,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.87,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.88,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.89,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.9,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.91,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.92,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.93,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.94,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.95,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.96,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.97,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.98,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
0.99,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
1.0,0,0,nan,"399,055",0,"78,926",0,nan,0.00,0.00
