p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"4,266",204,0.05,"4,266","416,304",204,"78,722",0.16,1.00,0.99
0.1,"44,315","2,665",0.06,"48,581","371,989","2,869","76,057",0.17,0.96,0.90
0.2,"34,554","2,750",0.07,"83,135","337,435","5,619","73,307",0.18,0.93,0.82
0.3,"32,045","3,539",0.10,"115,180","305,390","9,158","69,768",0.19,0.88,0.75
0.4,"69,144","9,416",0.12,"184,324","236,246","18,574","60,352",0.20,0.76,0.59
0.5,"79,204","13,534",0.15,"263,528","157,042","32,108","46,818",0.23,0.59,0.41
0.6,"60,826","13,091",0.18,"324,354","96,216","45,199","33,727",0.26,0.43,0.26
0.7,"46,631","13,573",0.23,"370,985","49,585","58,772","20,154",0.29,0.26,0.14
0.8,"32,309","12,177",0.27,"403,294","17,276","70,949","7,977",0.32,0.10,0.05
0.9,"11,443","4,927",0.30,"414,737","5,833","75,876","3,050",0.34,0.04,0.02
1.0,"5,833","3,050",0.34,"420,570",0,"78,926",0,nan,0.00,0.00
