p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"4,206",47,0.01,"4,206","416,364",47,"78,879",0.16,1.00,0.99
0.01,"2,054",19,0.01,"6,260","414,310",66,"78,860",0.16,1.00,0.99
0.02,"2,458",39,0.02,"8,718","411,852",105,"78,821",0.16,1.00,0.98
0.03,"2,948",62,0.02,"11,666","408,904",167,"78,759",0.16,1.00,0.98
0.04,"3,422",59,0.02,"15,088","405,482",226,"78,700",0.16,1.00,0.97
0.05,"3,754",81,0.02,"18,842","401,728",307,"78,619",0.16,1.00,0.96
0.06,"4,233",94,0.02,"23,075","397,495",401,"78,525",0.16,0.99,0.95
0.07,"4,482",114,0.02,"27,557","393,013",515,"78,411",0.17,0.99,0.94
0.08,"4,924",130,0.03,"32,481","388,089",645,"78,281",0.17,0.99,0.93
0.09,"5,211",136,0.03,"37,692","382,878",781,"78,145",0.17,0.99,0.92
0.1,"5,516",164,0.03,"43,208","377,362",945,"77,981",0.17,0.99,0.91
0.11,"5,684",197,0.03,"48,892","371,678","1,142","77,784",0.17,0.99,0.90
0.12,"5,891",215,0.04,"54,783","365,787","1,357","77,569",0.17,0.98,0.89
0.13,"6,125",225,0.04,"60,908","359,662","1,582","77,344",0.18,0.98,0.87
0.14,"6,140",246,0.04,"67,048","353,522","1,828","77,098",0.18,0.98,0.86
0.15,"6,312",281,0.04,"73,360","347,210","2,109","76,817",0.18,0.97,0.85
0.16,"6,493",279,0.04,"79,853","340,717","2,388","76,538",0.18,0.97,0.84
0.17,"6,652",321,0.05,"86,505","334,065","2,709","76,217",0.19,0.97,0.82
0.18,"6,681",369,0.05,"93,186","327,384","3,078","75,848",0.19,0.96,0.81
0.19,"6,921",360,0.05,"100,107","320,463","3,438","75,488",0.19,0.96,0.79
0.2,"6,851",424,0.06,"106,958","313,612","3,862","75,064",0.19,0.95,0.78
0.21,"6,871",446,0.06,"113,829","306,741","4,308","74,618",0.20,0.95,0.76
0.22,"7,131",423,0.06,"120,960","299,610","4,731","74,195",0.20,0.94,0.75
0.23,"7,071",455,0.06,"128,031","292,539","5,186","73,740",0.20,0.93,0.73
0.24,"7,194",511,0.07,"135,225","285,345","5,697","73,229",0.20,0.93,0.72
0.25,"7,240",515,0.07,"142,465","278,105","6,212","72,714",0.21,0.92,0.70
0.26,"7,214",515,0.07,"149,679","270,891","6,727","72,199",0.21,0.91,0.69
0.27,"7,061",562,0.07,"156,740","263,830","7,289","71,637",0.21,0.91,0.67
0.28,"7,156",590,0.08,"163,896","256,674","7,879","71,047",0.22,0.90,0.66
0.29,"7,150",646,0.08,"171,046","249,524","8,525","70,401",0.22,0.89,0.64
0.3,"7,149",695,0.09,"178,195","242,375","9,220","69,706",0.22,0.88,0.62
0.31,"7,035",695,0.09,"185,230","235,340","9,915","69,011",0.23,0.87,0.61
0.32,"6,908",726,0.10,"192,138","228,432","10,641","68,285",0.23,0.87,0.59
0.33,"6,829",730,0.10,"198,967","221,603","11,371","67,555",0.23,0.86,0.58
0.34,"6,879",744,0.10,"205,846","214,724","12,115","66,811",0.24,0.85,0.56
0.35,"6,733",808,0.11,"212,579","207,991","12,923","66,003",0.24,0.84,0.55
0.36,"6,782",828,0.11,"219,361","201,209","13,751","65,175",0.24,0.83,0.53
0.37,"6,675",887,0.12,"226,036","194,534","14,638","64,288",0.25,0.81,0.52
0.38,"6,467",862,0.12,"232,503","188,067","15,500","63,426",0.25,0.80,0.50
0.39,"6,370",870,0.12,"238,873","181,697","16,370","62,556",0.26,0.79,0.49
0.4,"6,261",957,0.13,"245,134","175,436","17,327","61,599",0.26,0.78,0.47
0.41,"6,200",923,0.13,"251,334","169,236","18,250","60,676",0.26,0.77,0.46
0.42,"5,914",920,0.13,"257,248","163,322","19,170","59,756",0.27,0.76,0.45
0.43,"6,049",942,0.13,"263,297","157,273","20,112","58,814",0.27,0.75,0.43
0.44,"5,860",971,0.14,"269,157","151,413","21,083","57,843",0.28,0.73,0.42
0.45,"5,819","1,015",0.15,"274,976","145,594","22,098","56,828",0.28,0.72,0.41
0.46,"5,720","1,023",0.15,"280,696","139,874","23,121","55,805",0.29,0.71,0.39
0.47,"5,668",990,0.15,"286,364","134,206","24,111","54,815",0.29,0.69,0.38
0.48,"5,594","1,087",0.16,"291,958","128,612","25,198","53,728",0.29,0.68,0.37
0.49,"5,272","1,027",0.16,"297,230","123,340","26,225","52,701",0.30,0.67,0.35
0.5,"5,111","1,098",0.18,"302,341","118,229","27,323","51,603",0.30,0.65,0.34
0.51,"5,092","1,108",0.18,"307,433","113,137","28,431","50,495",0.31,0.64,0.33
0.52,"4,932","1,101",0.18,"312,365","108,205","29,532","49,394",0.31,0.63,0.32
0.53,"4,800","1,097",0.19,"317,165","103,405","30,629","48,297",0.32,0.61,0.30
0.54,"4,767","1,144",0.19,"321,932","98,638","31,773","47,153",0.32,0.60,0.29
0.55,"4,568","1,208",0.21,"326,500","94,070","32,981","45,945",0.33,0.58,0.28
0.56,"4,462","1,127",0.20,"330,962","89,608","34,108","44,818",0.33,0.57,0.27
0.57,"4,230","1,134",0.21,"335,192","85,378","35,242","43,684",0.34,0.55,0.26
0.58,"4,337","1,148",0.21,"339,529","81,041","36,390","42,536",0.34,0.54,0.25
0.59,"4,107","1,216",0.23,"343,636","76,934","37,606","41,320",0.35,0.52,0.24
0.6,"3,898","1,193",0.23,"347,534","73,036","38,799","40,127",0.35,0.51,0.23
0.61,"3,778","1,216",0.24,"351,312","69,258","40,015","38,911",0.36,0.49,0.22
0.62,"3,615","1,216",0.25,"354,927","65,643","41,231","37,695",0.36,0.48,0.21
0.63,"3,643","1,192",0.25,"358,570","62,000","42,423","36,503",0.37,0.46,0.20
0.64,"3,443","1,199",0.26,"362,013","58,557","43,622","35,304",0.38,0.45,0.19
0.65,"3,322","1,147",0.26,"365,335","55,235","44,769","34,157",0.38,0.43,0.18
0.66,"3,280","1,215",0.27,"368,615","51,955","45,984","32,942",0.39,0.42,0.17
0.67,"3,176","1,185",0.27,"371,791","48,779","47,169","31,757",0.39,0.40,0.16
0.68,"2,999","1,181",0.28,"374,790","45,780","48,350","30,576",0.40,0.39,0.15
0.69,"2,942","1,187",0.29,"377,732","42,838","49,537","29,389",0.41,0.37,0.14
0.7,"2,800","1,191",0.30,"380,532","40,038","50,728","28,198",0.41,0.36,0.14
0.71,"2,701","1,159",0.30,"383,233","37,337","51,887","27,039",0.42,0.34,0.13
0.72,"2,532","1,113",0.31,"385,765","34,805","53,000","25,926",0.43,0.33,0.12
0.73,"2,454","1,228",0.33,"388,219","32,351","54,228","24,698",0.43,0.31,0.11
0.74,"2,258","1,120",0.33,"390,477","30,093","55,348","23,578",0.44,0.30,0.11
0.75,"2,306","1,142",0.33,"392,783","27,787","56,490","22,436",0.45,0.28,0.10
0.76,"2,128","1,098",0.34,"394,911","25,659","57,588","21,338",0.45,0.27,0.09
0.77,"1,971","1,128",0.36,"396,882","23,688","58,716","20,210",0.46,0.26,0.09
0.78,"1,893","1,119",0.37,"398,775","21,795","59,835","19,091",0.47,0.24,0.08
0.79,"1,897","1,102",0.37,"400,672","19,898","60,937","17,989",0.47,0.23,0.08
0.8,"1,700","1,119",0.40,"402,372","18,198","62,056","16,870",0.48,0.21,0.07
0.81,"1,683","1,174",0.41,"404,055","16,515","63,230","15,696",0.49,0.20,0.06
0.82,"1,595","1,053",0.40,"405,650","14,920","64,283","14,643",0.50,0.19,0.06
0.83,"1,451","1,073",0.43,"407,101","13,469","65,356","13,570",0.50,0.17,0.05
0.84,"1,376","1,070",0.44,"408,477","12,093","66,426","12,500",0.51,0.16,0.05
0.85,"1,328","1,033",0.44,"409,805","10,765","67,459","11,467",0.52,0.15,0.04
0.86,"1,214","1,007",0.45,"411,019","9,551","68,466","10,460",0.52,0.13,0.04
0.87,"1,166",971,0.45,"412,185","8,385","69,437","9,489",0.53,0.12,0.04
0.88,"1,078",949,0.47,"413,263","7,307","70,386","8,540",0.54,0.11,0.03
0.89,"1,036",873,0.46,"414,299","6,271","71,259","7,667",0.55,0.10,0.03
0.9,897,843,0.48,"415,196","5,374","72,102","6,824",0.56,0.09,0.02
0.91,808,817,0.50,"416,004","4,566","72,919","6,007",0.57,0.08,0.02
0.92,781,779,0.50,"416,785","3,785","73,698","5,228",0.58,0.07,0.02
0.93,665,725,0.52,"417,450","3,120","74,423","4,503",0.59,0.06,0.02
0.94,642,700,0.52,"418,092","2,478","75,123","3,803",0.61,0.05,0.01
0.95,544,596,0.52,"418,636","1,934","75,719","3,207",0.62,0.04,0.01
0.96,429,590,0.58,"419,065","1,505","76,309","2,617",0.63,0.03,0.01
0.97,384,533,0.58,"419,449","1,121","76,842","2,084",0.65,0.03,0.01
0.98,329,456,0.58,"419,778",792,"77,298","1,628",0.67,0.02,0.00
0.99,272,461,0.63,"420,050",520,"77,759","1,167",0.69,0.01,0.00
1.0,520,"1,167",0.69,"420,570",0,"78,926",0,nan,0.00,0.00
