p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"6,900",80,0.01,"6,900","395,819",80,"78,846",0.17,1.00,0.99
0.01,"1,131",18,0.02,"8,031","394,688",98,"78,828",0.17,1.00,0.98
0.02,"1,321",26,0.02,"9,352","393,367",124,"78,802",0.17,1.00,0.98
0.03,"1,463",32,0.02,"10,815","391,904",156,"78,770",0.17,1.00,0.98
0.04,"1,677",28,0.02,"12,492","390,227",184,"78,742",0.17,1.00,0.97
0.05,"1,903",25,0.01,"14,395","388,324",209,"78,717",0.17,1.00,0.97
0.06,"2,038",47,0.02,"16,433","386,286",256,"78,670",0.17,1.00,0.97
0.07,"2,285",51,0.02,"18,718","384,001",307,"78,619",0.17,1.00,0.96
0.08,"2,529",61,0.02,"21,247","381,472",368,"78,558",0.17,1.00,0.96
0.09,"2,742",68,0.02,"23,989","378,730",436,"78,490",0.17,0.99,0.95
0.1,"2,968",73,0.02,"26,957","375,762",509,"78,417",0.17,0.99,0.94
0.11,"3,348",84,0.02,"30,305","372,414",593,"78,333",0.17,0.99,0.94
0.12,"3,508",101,0.03,"33,813","368,906",694,"78,232",0.17,0.99,0.93
0.13,"3,808",85,0.02,"37,621","365,098",779,"78,147",0.18,0.99,0.92
0.14,"4,010",143,0.03,"41,631","361,088",922,"78,004",0.18,0.99,0.91
0.15,"4,501",141,0.03,"46,132","356,587","1,063","77,863",0.18,0.99,0.90
0.16,"4,763",172,0.03,"50,895","351,824","1,235","77,691",0.18,0.98,0.89
0.17,"4,959",177,0.03,"55,854","346,865","1,412","77,514",0.18,0.98,0.88
0.18,"5,249",195,0.04,"61,103","341,616","1,607","77,319",0.18,0.98,0.87
0.19,"5,358",251,0.04,"66,461","336,258","1,858","77,068",0.19,0.98,0.86
0.2,"5,696",248,0.04,"72,157","330,562","2,106","76,820",0.19,0.97,0.85
0.21,"6,125",284,0.04,"78,282","324,437","2,390","76,536",0.19,0.97,0.83
0.22,"6,376",332,0.05,"84,658","318,061","2,722","76,204",0.19,0.97,0.82
0.23,"6,626",326,0.05,"91,284","311,435","3,048","75,878",0.20,0.96,0.80
0.24,"6,995",379,0.05,"98,279","304,440","3,427","75,499",0.20,0.96,0.79
0.25,"7,007",437,0.06,"105,286","297,433","3,864","75,062",0.20,0.95,0.77
0.26,"7,480",464,0.06,"112,766","289,953","4,328","74,598",0.20,0.95,0.76
0.27,"7,600",512,0.06,"120,366","282,353","4,840","74,086",0.21,0.94,0.74
0.28,"8,159",518,0.06,"128,525","274,194","5,358","73,568",0.21,0.93,0.72
0.29,"8,111",605,0.07,"136,636","266,083","5,963","72,963",0.22,0.92,0.70
0.3,"8,282",628,0.07,"144,918","257,801","6,591","72,335",0.22,0.92,0.69
0.31,"8,515",704,0.08,"153,433","249,286","7,295","71,631",0.22,0.91,0.67
0.32,"8,724",715,0.08,"162,157","240,562","8,010","70,916",0.23,0.90,0.65
0.33,"8,802",868,0.09,"170,959","231,760","8,878","70,048",0.23,0.89,0.63
0.34,"8,749",883,0.09,"179,708","223,011","9,761","69,165",0.24,0.88,0.61
0.35,"8,768",919,0.09,"188,476","214,243","10,680","68,246",0.24,0.86,0.59
0.36,"8,877","1,043",0.11,"197,353","205,366","11,723","67,203",0.25,0.85,0.57
