p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"6,617",199,0.03,"6,617","413,953",199,"78,727",0.16,1.00,0.99
0.01,"1,337",51,0.04,"7,954","412,616",250,"78,676",0.16,1.00,0.98
0.02,"1,590",50,0.03,"9,544","411,026",300,"78,626",0.16,1.00,0.98
0.03,"1,864",69,0.04,"11,408","409,162",369,"78,557",0.16,1.00,0.98
0.04,"2,113",88,0.04,"13,521","407,049",457,"78,469",0.16,0.99,0.97
0.05,"2,444",92,0.04,"15,965","404,605",549,"78,377",0.16,0.99,0.97
0.06,"2,607",106,0.04,"18,572","401,998",655,"78,271",0.16,0.99,0.96
0.07,"2,861",128,0.04,"21,433","399,137",783,"78,143",0.16,0.99,0.96
0.08,"3,069",145,0.05,"24,502","396,068",928,"77,998",0.16,0.99,0.95
0.09,"3,248",151,0.04,"27,750","392,820","1,079","77,847",0.17,0.99,0.94
0.1,"3,585",201,0.05,"31,335","389,235","1,280","77,646",0.17,0.98,0.93
0.11,"3,694",210,0.05,"35,029","385,541","1,490","77,436",0.17,0.98,0.93
0.12,"3,946",201,0.05,"38,975","381,595","1,691","77,235",0.17,0.98,0.92
0.13,"4,057",228,0.05,"43,032","377,538","1,919","77,007",0.17,0.98,0.91
0.14,"4,405",252,0.05,"47,437","373,133","2,171","76,755",0.17,0.97,0.90
0.15,"4,560",247,0.05,"51,997","368,573","2,418","76,508",0.17,0.97,0.89
0.16,"4,789",281,0.06,"56,786","363,784","2,699","76,227",0.17,0.97,0.88
0.17,"4,791",319,0.06,"61,577","358,993","3,018","75,908",0.17,0.96,0.87
0.18,"5,150",371,0.07,"66,727","353,843","3,389","75,537",0.18,0.96,0.86
0.19,"5,531",369,0.06,"72,258","348,312","3,758","75,168",0.18,0.95,0.85
0.2,"5,848",400,0.06,"78,106","342,464","4,158","74,768",0.18,0.95,0.84
0.21,"5,902",455,0.07,"84,008","336,562","4,613","74,313",0.18,0.94,0.82
0.22,"6,122",492,0.07,"90,130","330,440","5,105","73,821",0.18,0.94,0.81
0.23,"6,430",490,0.07,"96,560","324,010","5,595","73,331",0.18,0.93,0.80
0.24,"6,403",536,0.08,"102,963","317,607","6,131","72,795",0.19,0.92,0.78
0.25,"6,913",575,0.08,"109,876","310,694","6,706","72,220",0.19,0.92,0.77
0.26,"7,029",657,0.09,"116,905","303,665","7,363","71,563",0.19,0.91,0.75
0.27,"7,166",665,0.08,"124,071","296,499","8,028","70,898",0.19,0.90,0.74
0.28,"7,541",734,0.09,"131,612","288,958","8,762","70,164",0.20,0.89,0.72
0.29,"7,777",800,0.09,"139,389","281,181","9,562","69,364",0.20,0.88,0.70
0.3,"7,902",874,0.10,"147,291","273,279","10,436","68,490",0.20,0.87,0.68
0.31,"8,332",861,0.09,"155,623","264,947","11,297","67,629",0.20,0.86,0.67
0.32,"8,456",967,0.10,"164,079","256,491","12,264","66,662",0.21,0.84,0.65
0.33,"8,685",994,0.10,"172,764","247,806","13,258","65,668",0.21,0.83,0.63
0.34,"8,658","1,121",0.11,"181,422","239,148","14,379","64,547",0.21,0.82,0.61
0.35,"9,173","1,124",0.11,"190,595","229,975","15,503","63,423",0.22,0.80,0.59
0.36,"9,036","1,187",0.12,"199,631","220,939","16,690","62,236",0.22,0.79,0.57
0.37,"9,188","1,299",0.12,"208,819","211,751","17,989","60,937",0.22,0.77,0.55
0.38,"9,095","1,283",0.12,"217,914","202,656","19,272","59,654",0.23,0.76,0.53
0.39,"9,174","1,486",0.14,"227,088","193,482","20,758","58,168",0.23,0.74,0.50
0.4,"9,299","1,374",0.13,"236,387","184,183","22,132","56,794",0.24,0.72,0.48
0.41,"9,241","1,432",0.13,"245,628","174,942","23,564","55,362",0.24,0.70,0.46
0.42,"8,816","1,522",0.15,"254,444","166,126","25,086","53,840",0.24,0.68,0.44
0.43,"8,886","1,545",0.15,"263,330","157,240","26,631","52,295",0.25,0.66,0.42
0.44,"8,540","1,594",0.16,"271,870","148,700","28,225","50,701",0.25,0.64,0.40
0.45,"8,524","1,630",0.16,"280,394","140,176","29,855","49,071",0.26,0.62,0.38
0.46,"8,334","1,635",0.16,"288,728","131,842","31,490","47,436",0.26,0.60,0.36
0.47,"8,064","1,634",0.17,"296,792","123,778","33,124","45,802",0.27,0.58,0.34
0.48,"7,619","1,582",0.17,"304,411","116,159","34,706","44,220",0.28,0.56,0.32
0.49,"7,650","1,619",0.17,"312,061","108,509","36,325","42,601",0.28,0.54,0.30
0.5,"7,260","1,648",0.19,"319,321","101,249","37,973","40,953",0.29,0.52,0.28
0.51,"6,821","1,628",0.19,"326,142","94,428","39,601","39,325",0.29,0.50,0.27
0.52,"6,552","1,583",0.19,"332,694","87,876","41,184","37,742",0.30,0.48,0.25
0.53,"6,052","1,475",0.20,"338,746","81,824","42,659","36,267",0.31,0.46,0.24
0.54,"5,849","1,542",0.21,"344,595","75,975","44,201","34,725",0.31,0.44,0.22
0.55,"5,474","1,493",0.21,"350,069","70,501","45,694","33,232",0.32,0.42,0.21
0.56,"5,147","1,502",0.23,"355,216","65,354","47,196","31,730",0.33,0.40,0.19
0.57,"4,816","1,465",0.23,"360,032","60,538","48,661","30,265",0.33,0.38,0.18
0.58,"4,375","1,326",0.23,"364,407","56,163","49,987","28,939",0.34,0.37,0.17
0.59,"4,261","1,348",0.24,"368,668","51,902","51,335","27,591",0.35,0.35,0.16
0.6,"3,990","1,295",0.25,"372,658","47,912","52,630","26,296",0.35,0.33,0.15
0.61,"3,607","1,254",0.26,"376,265","44,305","53,884","25,042",0.36,0.32,0.14
0.62,"3,406","1,178",0.26,"379,671","40,899","55,062","23,864",0.37,0.30,0.13
0.63,"3,259","1,212",0.27,"382,930","37,640","56,274","22,652",0.38,0.29,0.12
0.64,"2,842","1,128",0.28,"385,772","34,798","57,402","21,524",0.38,0.27,0.11
0.65,"2,556","1,041",0.29,"388,328","32,242","58,443","20,483",0.39,0.26,0.11
0.66,"2,334","1,038",0.31,"390,662","29,908","59,481","19,445",0.39,0.25,0.10
0.67,"2,157",942,0.30,"392,819","27,751","60,423","18,503",0.40,0.23,0.09
0.68,"2,006",867,0.30,"394,825","25,745","61,290","17,636",0.41,0.22,0.09
0.69,"1,928",864,0.31,"396,753","23,817","62,154","16,772",0.41,0.21,0.08
0.7,"1,734",829,0.32,"398,487","22,083","62,983","15,943",0.42,0.20,0.08
0.71,"1,568",744,0.32,"400,055","20,515","63,727","15,199",0.43,0.19,0.07
0.72,"1,454",791,0.35,"401,509","19,061","64,518","14,408",0.43,0.18,0.07
0.73,"1,374",728,0.35,"402,883","17,687","65,246","13,680",0.44,0.17,0.06
0.74,"1,238",621,0.33,"404,121","16,449","65,867","13,059",0.44,0.17,0.06
0.75,"1,164",638,0.35,"405,285","15,285","66,505","12,421",0.45,0.16,0.06
0.76,"1,015",690,0.40,"406,300","14,270","67,195","11,731",0.45,0.15,0.05
0.77,"1,035",629,0.38,"407,335","13,235","67,824","11,102",0.46,0.14,0.05
0.78,965,597,0.38,"408,300","12,270","68,421","10,505",0.46,0.13,0.05
0.79,943,589,0.38,"409,243","11,327","69,010","9,916",0.47,0.13,0.04
0.8,851,574,0.40,"410,094","10,476","69,584","9,342",0.47,0.12,0.04
0.81,762,550,0.42,"410,856","9,714","70,134","8,792",0.48,0.11,0.04
0.82,748,519,0.41,"411,604","8,966","70,653","8,273",0.48,0.10,0.03
0.83,713,474,0.40,"412,317","8,253","71,127","7,799",0.49,0.10,0.03
0.84,659,533,0.45,"412,976","7,594","71,660","7,266",0.49,0.09,0.03
0.85,665,456,0.41,"413,641","6,929","72,116","6,810",0.50,0.09,0.03
0.86,666,470,0.41,"414,307","6,263","72,586","6,340",0.50,0.08,0.03
0.87,559,451,0.45,"414,866","5,704","73,037","5,889",0.51,0.07,0.02
0.88,469,456,0.49,"415,335","5,235","73,493","5,433",0.51,0.07,0.02
0.89,505,427,0.46,"415,840","4,730","73,920","5,006",0.51,0.06,0.02
0.9,488,436,0.47,"416,328","4,242","74,356","4,570",0.52,0.06,0.02
0.91,428,435,0.50,"416,756","3,814","74,791","4,135",0.52,0.05,0.02
0.92,436,399,0.48,"417,192","3,378","75,190","3,736",0.53,0.05,0.01
0.93,412,373,0.48,"417,604","2,966","75,563","3,363",0.53,0.04,0.01
0.94,364,377,0.51,"417,968","2,602","75,940","2,986",0.53,0.04,0.01
0.95,329,327,0.50,"418,297","2,273","76,267","2,659",0.54,0.03,0.01
0.96,285,281,0.50,"418,582","1,988","76,548","2,378",0.54,0.03,0.01
0.97,248,289,0.54,"418,830","1,740","76,837","2,089",0.55,0.03,0.01
0.98,259,250,0.49,"419,089","1,481","77,087","1,839",0.55,0.02,0.01
0.99,181,223,0.55,"419,270","1,300","77,310","1,616",0.55,0.02,0.01
1.0,"1,300","1,616",0.55,"420,570",0,"78,926",0,nan,0.00,0.00
