p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"402,719",0,"78,926",5.10,0.16,1.00,1.00
0.05,664,0,inf,664,"402,055",0,"78,926",5.09,0.16,1.00,1.00
0.1,"4,302",10,430.20,"4,966","397,753",10,"78,916",5.04,0.17,1.00,0.99
0.15,"13,455",95,141.63,"18,421","384,298",105,"78,821",4.88,0.17,1.00,0.96
0.2,"24,928",307,81.20,"43,349","359,370",412,"78,514",4.58,0.18,0.99,0.91
0.25,"35,661",790,45.14,"79,010","323,709","1,202","77,724",4.16,0.19,0.98,0.83
0.3,"43,537","1,680",25.91,"122,547","280,172","2,882","76,044",3.68,0.21,0.96,0.74
0.35,"48,847","2,985",16.36,"171,394","231,325","5,867","73,059",3.17,0.24,0.93,0.63
0.4,"49,524","4,527",10.94,"220,918","181,801","10,394","68,532",2.65,0.27,0.87,0.52
0.45,"46,723","6,383",7.32,"267,641","135,078","16,777","62,149",2.17,0.32,0.79,0.41
0.5,"40,657","8,005",5.08,"308,298","94,421","24,782","54,144",1.74,0.36,0.69,0.31
0.55,"33,316","9,424",3.54,"341,614","61,105","34,206","44,720",1.37,0.42,0.57,0.22
0.6,"24,869","9,784",2.54,"366,483","36,236","43,990","34,936",1.04,0.49,0.44,0.15
0.65,"16,584","9,171",1.81,"383,067","19,652","53,161","25,765",0.76,0.57,0.33,0.09
0.7,"9,943","8,117",1.22,"393,010","9,709","61,278","17,648",0.55,0.65,0.22,0.06
0.75,"5,393","6,555",0.82,"398,403","4,316","67,833","11,093",0.39,0.72,0.14,0.03
0.8,"2,582","4,738",0.54,"400,985","1,734","72,571","6,355",0.27,0.79,0.08,0.02
0.85,"1,211","3,565",0.34,"402,196",523,"76,136","2,790",0.19,0.84,0.04,0.01
0.9,480,"2,382",0.20,"402,676",43,"78,518",408,0.11,0.90,0.01,0.00
0.95,43,408,0.11,"402,719",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
