p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"65,799",0,0.00,"65,799","336,920",0,"78,926",0.19,1.00,0.86
0.01,0,0,nan,"65,799","336,920",0,"78,926",0.19,1.00,0.86
0.02,0,0,nan,"65,799","336,920",0,"78,926",0.19,1.00,0.86
0.03,3,0,0.00,"65,802","336,917",0,"78,926",0.19,1.00,0.86
0.04,34,0,0.00,"65,836","336,883",0,"78,926",0.19,1.00,0.86
0.05,128,0,0.00,"65,964","336,755",0,"78,926",0.19,1.00,0.86
0.06,2,0,0.00,"65,966","336,753",0,"78,926",0.19,1.00,0.86
0.07,83,0,0.00,"66,049","336,670",0,"78,926",0.19,1.00,0.86
0.08,28,0,0.00,"66,077","336,642",0,"78,926",0.19,1.00,0.86
0.09,1,0,0.00,"66,078","336,641",0,"78,926",0.19,1.00,0.86
0.1,"79,638",2,0.00,"145,716","257,003",2,"78,924",0.23,1.00,0.70
0.11,0,0,nan,"145,716","257,003",2,"78,924",0.23,1.00,0.70
0.12,0,0,nan,"145,716","257,003",2,"78,924",0.23,1.00,0.70
0.13,7,0,0.00,"145,723","256,996",2,"78,924",0.23,1.00,0.70
0.14,43,0,0.00,"145,766","256,953",2,"78,924",0.23,1.00,0.70
0.15,270,0,0.00,"146,036","256,683",2,"78,924",0.24,1.00,0.70
0.16,3,0,0.00,"146,039","256,680",2,"78,924",0.24,1.00,0.70
0.17,129,0,0.00,"146,168","256,551",2,"78,924",0.24,1.00,0.70
0.18,69,0,0.00,"146,237","256,482",2,"78,924",0.24,1.00,0.70
0.19,3,0,0.00,"146,240","256,479",2,"78,924",0.24,1.00,0.70
0.2,"76,935",17,0.00,"223,175","179,544",19,"78,907",0.31,1.00,0.54
0.21,0,0,nan,"223,175","179,544",19,"78,907",0.31,1.00,0.54
0.22,1,0,0.00,"223,176","179,543",19,"78,907",0.31,1.00,0.54
0.23,6,0,0.00,"223,182","179,537",19,"78,907",0.31,1.00,0.54
0.24,55,1,0.02,"223,237","179,482",20,"78,906",0.31,1.00,0.54
0.25,326,1,0.00,"223,563","179,156",21,"78,905",0.31,1.00,0.54
0.26,4,0,0.00,"223,567","179,152",21,"78,905",0.31,1.00,0.54
0.27,180,0,0.00,"223,747","178,972",21,"78,905",0.31,1.00,0.54
0.28,75,0,0.00,"223,822","178,897",21,"78,905",0.31,1.00,0.54
0.29,6,0,0.00,"223,828","178,891",21,"78,905",0.31,1.00,0.54
0.3,"63,374",123,0.00,"287,202","115,517",144,"78,782",0.41,1.00,0.40
0.31,0,0,nan,"287,202","115,517",144,"78,782",0.41,1.00,0.40
0.32,6,1,0.14,"287,208","115,511",145,"78,781",0.41,1.00,0.40
0.33,11,1,0.08,"287,219","115,500",146,"78,780",0.41,1.00,0.40
0.34,40,0,0.00,"287,259","115,460",146,"78,780",0.41,1.00,0.40
0.35,300,4,0.01,"287,559","115,160",150,"78,776",0.41,1.00,0.40
0.36,9,1,0.10,"287,568","115,151",151,"78,775",0.41,1.00,0.40
0.37,180,3,0.02,"287,748","114,971",154,"78,772",0.41,1.00,0.40
0.38,79,1,0.01,"287,827","114,892",155,"78,771",0.41,1.00,0.40
0.39,7,0,0.00,"287,834","114,885",155,"78,771",0.41,1.00,0.40
0.4,"46,840",544,0.01,"334,674","68,045",699,"78,227",0.53,0.99,0.30
0.41,0,0,nan,"334,674","68,045",699,"78,227",0.53,0.99,0.30
0.42,4,0,0.00,"334,678","68,041",699,"78,227",0.53,0.99,0.30
0.43,9,0,0.00,"334,687","68,032",699,"78,227",0.53,0.99,0.30
0.44,30,3,0.09,"334,717","68,002",702,"78,224",0.53,0.99,0.30
0.45,257,19,0.07,"334,974","67,745",721,"78,205",0.54,0.99,0.30
0.46,15,3,0.17,"334,989","67,730",724,"78,202",0.54,0.99,0.30
0.47,124,4,0.03,"335,113","67,606",728,"78,198",0.54,0.99,0.30
0.48,57,1,0.02,"335,170","67,549",729,"78,197",0.54,0.99,0.30
0.49,16,5,0.24,"335,186","67,533",734,"78,192",0.54,0.99,0.30
0.5,"31,356","1,837",0.06,"366,542","36,177","2,571","76,355",0.68,0.97,0.23
0.51,3,1,0.25,"366,545","36,174","2,572","76,354",0.68,0.97,0.23
0.52,18,12,0.40,"366,563","36,156","2,584","76,342",0.68,0.97,0.23
0.53,10,4,0.29,"366,573","36,146","2,588","76,338",0.68,0.97,0.23
0.54,18,2,0.10,"366,591","36,128","2,590","76,336",0.68,0.97,0.23
0.55,195,46,0.19,"366,786","35,933","2,636","76,290",0.68,0.97,0.23
0.56,9,3,0.25,"366,795","35,924","2,639","76,287",0.68,0.97,0.23
0.57,123,30,0.20,"366,918","35,801","2,669","76,257",0.68,0.97,0.23
0.58,61,8,0.12,"366,979","35,740","2,677","76,249",0.68,0.97,0.23
0.59,16,9,0.36,"366,995","35,724","2,686","76,240",0.68,0.97,0.23
0.6,"18,945","4,914",0.21,"385,940","16,779","7,600","71,326",0.81,0.90,0.18
0.61,7,3,0.30,"385,947","16,772","7,603","71,323",0.81,0.90,0.18
0.62,23,13,0.36,"385,970","16,749","7,616","71,310",0.81,0.90,0.18
0.63,13,9,0.41,"385,983","16,736","7,625","71,301",0.81,0.90,0.18
0.64,33,16,0.33,"386,016","16,703","7,641","71,285",0.81,0.90,0.18
0.65,139,59,0.30,"386,155","16,564","7,700","71,226",0.81,0.90,0.18
0.66,5,2,0.29,"386,160","16,559","7,702","71,224",0.81,0.90,0.18
0.67,84,43,0.34,"386,244","16,475","7,745","71,181",0.81,0.90,0.18
0.68,35,15,0.30,"386,279","16,440","7,760","71,166",0.81,0.90,0.18
0.69,10,9,0.47,"386,289","16,430","7,769","71,157",0.81,0.90,0.18
0.7,"9,648","10,463",0.52,"395,937","6,782","18,232","60,694",0.90,0.77,0.14
0.71,11,10,0.48,"395,948","6,771","18,242","60,684",0.90,0.77,0.14
0.72,33,26,0.44,"395,981","6,738","18,268","60,658",0.90,0.77,0.14
0.73,11,10,0.48,"395,992","6,727","18,278","60,648",0.90,0.77,0.14
0.74,18,18,0.50,"396,010","6,709","18,296","60,630",0.90,0.77,0.14
0.75,104,88,0.46,"396,114","6,605","18,384","60,542",0.90,0.77,0.14
0.76,11,4,0.27,"396,125","6,594","18,388","60,538",0.90,0.77,0.14
0.77,46,55,0.54,"396,171","6,548","18,443","60,483",0.90,0.77,0.14
0.78,25,27,0.52,"396,196","6,523","18,470","60,456",0.90,0.77,0.14
0.79,9,6,0.40,"396,205","6,514","18,476","60,450",0.90,0.77,0.14
0.8,"4,435","17,139",0.79,"400,640","2,079","35,615","43,311",0.95,0.55,0.09
0.81,7,5,0.42,"400,647","2,072","35,620","43,306",0.95,0.55,0.09
0.82,20,18,0.47,"400,667","2,052","35,638","43,288",0.95,0.55,0.09
0.83,7,8,0.53,"400,674","2,045","35,646","43,280",0.95,0.55,0.09
