p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"4,206",69,0.02,"4,206","416,364",69,"78,857",0.16,1.00,0.99
0.1,"46,103","1,585",0.03,"50,309","370,261","1,654","77,272",0.17,0.98,0.90
0.2,"92,829","6,582",0.07,"143,138","277,432","8,236","70,690",0.20,0.90,0.70
0.3,"103,271","12,247",0.11,"246,409","174,161","20,483","58,443",0.25,0.74,0.47
0.4,"77,473","14,986",0.16,"323,882","96,688","35,469","43,457",0.31,0.55,0.28
0.5,"46,911","13,368",0.22,"370,793","49,777","48,837","30,089",0.38,0.38,0.16
0.6,"25,840","10,485",0.29,"396,633","23,937","59,322","19,604",0.45,0.25,0.09
0.7,"13,043","7,740",0.37,"409,676","10,894","67,062","11,864",0.52,0.15,0.05
0.8,"6,639","5,705",0.46,"416,315","4,255","72,767","6,159",0.59,0.08,0.02
0.9,"2,913","3,608",0.55,"419,228","1,342","76,375","2,551",0.66,0.03,0.01
1.0,"1,342","2,551",0.66,"420,570",0,"78,926",0,nan,0.00,0.00
