p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.05,"49,303","1,611",0.03,"49,303","371,267","1,611","77,315",0.17,0.98,0.90
0.1,"119,502","9,233",0.07,"168,805","251,765","10,844","68,082",0.21,0.86,0.64
0.15,"99,263","13,389",0.12,"268,068","152,502","24,233","54,693",0.26,0.69,0.41
0.2,"60,812","12,350",0.17,"328,880","91,690","36,583","42,343",0.32,0.54,0.27
0.25,"35,932","9,975",0.22,"364,812","55,758","46,558","32,368",0.37,0.41,0.18
0.3,"20,943","7,609",0.27,"385,755","34,815","54,167","24,759",0.42,0.31,0.12
0.35,"12,570","5,859",0.32,"398,325","22,245","60,026","18,900",0.46,0.24,0.08
0.4,"7,800","4,552",0.37,"406,125","14,445","64,578","14,348",0.50,0.18,0.06
0.45,"5,369","3,724",0.41,"411,494","9,076","68,302","10,624",0.54,0.13,0.04
0.5,"3,567","3,245",0.48,"415,061","5,509","71,547","7,379",0.57,0.09,0.03
0.55,"2,350","2,477",0.51,"417,411","3,159","74,024","4,902",0.61,0.06,0.02
0.6,"1,548","1,922",0.55,"418,959","1,611","75,946","2,980",0.65,0.04,0.01
0.65,923,"1,405",0.60,"419,882",688,"77,351","1,575",0.70,0.02,0.00
0.7,425,845,0.67,"420,307",263,"78,196",730,0.74,0.01,0.00
0.75,175,476,0.73,"420,482",88,"78,672",254,0.74,0.00,0.00
0.8,71,190,0.73,"420,553",17,"78,862",64,0.79,0.00,0.00
0.85,14,53,0.79,"420,567",3,"78,915",11,0.79,0.00,0.00
0.9,2,9,0.82,"420,569",1,"78,924",2,0.67,0.00,0.00
0.95,1,2,0.67,"420,570",0,"78,926",0,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
