p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"402,719",0,"78,926",5.10,0.16,1.00,1.00
0.05,"3,923",6,653.83,"3,923","398,796",6,"78,920",5.05,0.17,1.00,0.99
0.1,"16,390",98,167.24,"20,313","382,406",104,"78,822",4.85,0.17,1.00,0.96
0.15,"28,841",399,72.28,"49,154","353,565",503,"78,423",4.51,0.18,0.99,0.90
0.2,"35,685",855,41.74,"84,839","317,880","1,358","77,568",4.10,0.20,0.98,0.82
0.25,"39,953","1,521",26.27,"124,792","277,927","2,879","76,047",3.65,0.21,0.96,0.73
0.3,"40,754","2,398",16.99,"165,546","237,173","5,277","73,649",3.22,0.24,0.93,0.65
0.35,"40,241","3,327",12.10,"205,787","196,932","8,604","70,322",2.80,0.26,0.89,0.55
0.4,"38,044","4,315",8.82,"243,831","158,888","12,919","66,007",2.41,0.29,0.84,0.47
0.45,"34,535","5,433",6.36,"278,366","124,353","18,352","60,574",2.05,0.33,0.77,0.38
0.5,"30,317","6,214",4.88,"308,683","94,036","24,566","54,360",1.73,0.37,0.69,0.31
0.55,"26,085","7,081",3.68,"334,768","67,951","31,647","47,279",1.44,0.41,0.60,0.24
0.6,"21,170","7,478",2.83,"355,938","46,781","39,125","39,801",1.18,0.46,0.50,0.18
0.65,"16,384","7,613",2.15,"372,322","30,397","46,738","32,188",0.94,0.51,0.41,0.13
0.7,"12,073","7,289",1.66,"384,395","18,324","54,027","24,899",0.74,0.58,0.32,0.09
0.75,"8,396","7,029",1.19,"392,791","9,928","61,056","17,870",0.56,0.64,0.23,0.06
0.8,"5,119","6,005",0.85,"397,910","4,809","67,061","11,865",0.41,0.71,0.15,0.03
0.85,"2,829","4,980",0.57,"400,739","1,980","72,041","6,885",0.29,0.78,0.09,0.02
0.9,"1,419","3,942",0.36,"402,158",561,"75,983","2,943",0.19,0.84,0.04,0.01
0.95,528,"2,725",0.19,"402,686",33,"78,708",218,0.15,0.87,0.00,0.00
1.0,33,218,0.15,"402,719",0,"78,926",0,nan,nan,0.00,0.00
