p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.05,291,0,inf,291,"420,279",0,"78,926",5.32,0.16,1.00,1.00
0.1,"1,174",4,293.50,"1,465","419,105",4,"78,922",5.31,0.16,1.00,1.00
0.15,"2,739",23,119.09,"4,204","416,366",27,"78,899",5.28,0.16,1.00,0.99
0.2,"4,985",69,72.25,"9,189","411,381",96,"78,830",5.22,0.16,1.00,0.98
0.25,"7,916",171,46.29,"17,105","403,465",267,"78,659",5.13,0.16,1.00,0.97
0.3,"11,327",287,39.47,"28,432","392,138",554,"78,372",5.00,0.17,0.99,0.94
0.35,"14,860",494,30.08,"43,292","377,278","1,048","77,878",4.84,0.17,0.99,0.91
0.4,"19,368",857,22.60,"62,660","357,910","1,905","77,021",4.65,0.18,0.98,0.87
0.45,"24,396","1,372",17.78,"87,056","333,514","3,277","75,649",4.41,0.18,0.96,0.82
0.5,"29,786","2,077",14.34,"116,842","303,728","5,354","73,572",4.13,0.19,0.93,0.76
0.55,"34,684","3,066",11.31,"151,526","269,044","8,420","70,506",3.82,0.21,0.89,0.68
0.6,"38,814","4,270",9.09,"190,340","230,230","12,690","66,236",3.48,0.22,0.84,0.59
0.65,"42,068","5,552",7.58,"232,408","188,162","18,242","60,684",3.10,0.24,0.77,0.50
0.7,"44,164","7,381",5.98,"276,572","143,998","25,623","53,303",2.70,0.27,0.68,0.40
0.75,"44,128","9,233",4.78,"320,700","99,870","34,856","44,070",2.27,0.31,0.56,0.29
0.8,"38,853","10,882",3.57,"359,553","61,017","45,738","33,188",1.84,0.35,0.42,0.19
0.85,"30,419","11,314",2.69,"389,972","30,598","57,052","21,874",1.40,0.42,0.28,0.11
0.9,"19,619","10,811",1.81,"409,591","10,979","67,863","11,063",0.99,0.50,0.14,0.04
0.95,"9,965","9,256",1.08,"419,556","1,014","77,119","1,807",0.56,0.64,0.02,0.01
1.0,"1,014","1,807",0.56,"420,570",0,"78,926",0,nan,nan,0.00,0.00
