p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"5,634",170,0.03,"5,634","414,936",170,"78,756",0.16,1.00,0.99
0.01,"2,199",78,0.03,"7,833","412,737",248,"78,678",0.16,1.00,0.98
0.02,"1,509",54,0.03,"9,342","411,228",302,"78,624",0.16,1.00,0.98
0.03,"1,939",79,0.04,"11,281","409,289",381,"78,545",0.16,1.00,0.98
0.04,"2,527",121,0.05,"13,808","406,762",502,"78,424",0.16,0.99,0.97
0.05,"1,762",66,0.04,"15,570","405,000",568,"78,358",0.16,0.99,0.97
0.06,"1,556",63,0.04,"17,126","403,444",631,"78,295",0.16,0.99,0.96
0.07,"3,052",135,0.04,"20,178","400,392",766,"78,160",0.16,0.99,0.96
0.08,"2,582",129,0.05,"22,760","397,810",895,"78,031",0.16,0.99,0.95
0.09,"3,992",231,0.05,"26,752","393,818","1,126","77,800",0.16,0.99,0.94
0.1,"3,728",216,0.05,"30,480","390,090","1,342","77,584",0.17,0.98,0.94
0.11,"3,104",184,0.06,"33,584","386,986","1,526","77,400",0.17,0.98,0.93
0.12,"3,157",190,0.06,"36,741","383,829","1,716","77,210",0.17,0.98,0.92
0.13,"3,193",179,0.05,"39,934","380,636","1,895","77,031",0.17,0.98,0.92
0.14,"3,795",254,0.06,"43,729","376,841","2,149","76,777",0.17,0.97,0.91
0.15,"4,453",296,0.06,"48,182","372,388","2,445","76,481",0.17,0.97,0.90
0.16,"3,358",240,0.07,"51,540","369,030","2,685","76,241",0.17,0.97,0.89
0.17,"3,432",207,0.06,"54,972","365,598","2,892","76,034",0.17,0.96,0.88
0.18,"3,272",200,0.06,"58,244","362,326","3,092","75,834",0.17,0.96,0.88
0.19,"2,727",192,0.07,"60,971","359,599","3,284","75,642",0.17,0.96,0.87
0.2,"4,269",330,0.07,"65,240","355,330","3,614","75,312",0.17,0.95,0.86
0.21,"2,893",183,0.06,"68,133","352,437","3,797","75,129",0.18,0.95,0.86
0.22,"4,194",333,0.07,"72,327","348,243","4,130","74,796",0.18,0.95,0.85
0.23,"3,843",315,0.08,"76,170","344,400","4,445","74,481",0.18,0.94,0.84
0.24,"2,566",248,0.09,"78,736","341,834","4,693","74,233",0.18,0.94,0.83
0.25,"3,103",262,0.08,"81,839","338,731","4,955","73,971",0.18,0.94,0.83
0.26,"3,341",288,0.08,"85,180","335,390","5,243","73,683",0.18,0.93,0.82
0.27,"2,841",255,0.08,"88,021","332,549","5,498","73,428",0.18,0.93,0.81
0.28,"3,281",317,0.09,"91,302","329,268","5,815","73,111",0.18,0.93,0.81
0.29,"4,039",412,0.09,"95,341","325,229","6,227","72,699",0.18,0.92,0.80
0.3,"4,006",412,0.09,"99,347","321,223","6,639","72,287",0.18,0.92,0.79
0.31,"3,414",359,0.10,"102,761","317,809","6,998","71,928",0.18,0.91,0.78
0.32,"4,551",462,0.09,"107,312","313,258","7,460","71,466",0.19,0.91,0.77
0.33,"4,095",412,0.09,"111,407","309,163","7,872","71,054",0.19,0.90,0.76
0.34,"5,451",625,0.10,"116,858","303,712","8,497","70,429",0.19,0.89,0.75
0.35,"5,208",589,0.10,"122,066","298,504","9,086","69,840",0.19,0.88,0.74
0.36,"6,130",701,0.10,"128,196","292,374","9,787","69,139",0.19,0.88,0.72
0.37,"6,547",803,0.11,"134,743","285,827","10,590","68,336",0.19,0.87,0.71
0.38,"5,602",716,0.11,"140,345","280,225","11,306","67,620",0.19,0.86,0.70
0.39,"5,786",712,0.11,"146,131","274,439","12,018","66,908",0.20,0.85,0.68
0.4,"7,126",857,0.11,"153,257","267,313","12,875","66,051",0.20,0.84,0.67
0.41,"7,545","1,021",0.12,"160,802","259,768","13,896","65,030",0.20,0.82,0.65
0.42,"6,937",875,0.11,"167,739","252,831","14,771","64,155",0.20,0.81,0.63
0.43,"7,271","1,035",0.12,"175,010","245,560","15,806","63,120",0.20,0.80,0.62
0.44,"7,388","1,135",0.13,"182,398","238,172","16,941","61,985",0.21,0.79,0.60
0.45,"7,801","1,177",0.13,"190,199","230,371","18,118","60,808",0.21,0.77,0.58
0.46,"7,844","1,159",0.13,"198,043","222,527","19,277","59,649",0.21,0.76,0.56
0.47,"8,336","1,215",0.13,"206,379","214,191","20,492","58,434",0.21,0.74,0.55
0.48,"7,542","1,248",0.14,"213,921","206,649","21,740","57,186",0.22,0.72,0.53
0.49,"7,542","1,228",0.14,"221,463","199,107","22,968","55,958",0.22,0.71,0.51
0.5,"7,867","1,347",0.15,"229,330","191,240","24,315","54,611",0.22,0.69,0.49
0.51,"7,344","1,240",0.14,"236,674","183,896","25,555","53,371",0.22,0.68,0.48
0.52,"7,042","1,327",0.16,"243,716","176,854","26,882","52,044",0.23,0.66,0.46
0.53,"7,253","1,252",0.15,"250,969","169,601","28,134","50,792",0.23,0.64,0.44
0.54,"7,070","1,302",0.16,"258,039","162,531","29,436","49,490",0.23,0.63,0.42
0.55,"6,987","1,307",0.16,"265,026","155,544","30,743","48,183",0.24,0.61,0.41
0.56,"5,503","1,072",0.16,"270,529","150,041","31,815","47,111",0.24,0.60,0.39
0.57,"6,007","1,152",0.16,"276,536","144,034","32,967","45,959",0.24,0.58,0.38
0.58,"6,419","1,368",0.18,"282,955","137,615","34,335","44,591",0.24,0.56,0.36
0.59,"6,195","1,300",0.17,"289,150","131,420","35,635","43,291",0.25,0.55,0.35
0.6,"5,660","1,193",0.17,"294,810","125,760","36,828","42,098",0.25,0.53,0.34
0.61,"5,628","1,253",0.18,"300,438","120,132","38,081","40,845",0.25,0.52,0.32
0.62,"5,248","1,214",0.19,"305,686","114,884","39,295","39,631",0.26,0.50,0.31
0.63,"4,918","1,086",0.18,"310,604","109,966","40,381","38,545",0.26,0.49,0.30
0.64,"4,273","1,018",0.19,"314,877","105,693","41,399","37,527",0.26,0.48,0.29
0.65,"4,806","1,093",0.19,"319,683","100,887","42,492","36,434",0.27,0.46,0.27
0.66,"4,940","1,257",0.20,"324,623","95,947","43,749","35,177",0.27,0.45,0.26
0.67,"5,352","1,378",0.20,"329,975","90,595","45,127","33,799",0.27,0.43,0.25
0.68,"4,124","1,063",0.20,"334,099","86,471","46,190","32,736",0.27,0.41,0.24
