p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,1,0,0.00,1,"420,569",0,"78,926",0.16,1.00,1.00
0.01,780,7,0.01,781,"419,789",7,"78,919",0.16,1.00,1.00
0.02,"5,165",65,0.01,"5,946","414,624",72,"78,854",0.16,1.00,0.99
0.03,"10,446",213,0.02,"16,392","404,178",285,"78,641",0.16,1.00,0.97
0.04,"14,411",338,0.02,"30,803","389,767",623,"78,303",0.17,0.99,0.94
0.05,"17,138",565,0.03,"47,941","372,629","1,188","77,738",0.17,0.98,0.90
0.06,"18,067",666,0.04,"66,008","354,562","1,854","77,072",0.18,0.98,0.86
0.07,"18,891",854,0.04,"84,899","335,671","2,708","76,218",0.19,0.97,0.82
0.08,"18,779","1,043",0.05,"103,678","316,892","3,751","75,175",0.19,0.95,0.78
0.09,"18,408","1,179",0.06,"122,086","298,484","4,930","73,996",0.20,0.94,0.75
0.1,"18,310","1,243",0.06,"140,396","280,174","6,173","72,753",0.21,0.92,0.71
0.11,"17,456","1,390",0.07,"157,852","262,718","7,563","71,363",0.21,0.90,0.67
0.12,"16,638","1,483",0.08,"174,490","246,080","9,046","69,880",0.22,0.89,0.63
0.13,"15,739","1,562",0.09,"190,229","230,341","10,608","68,318",0.23,0.87,0.60
0.14,"14,911","1,681",0.10,"205,140","215,430","12,289","66,637",0.24,0.84,0.56
0.15,"13,820","1,715",0.11,"218,960","201,610","14,004","64,922",0.24,0.82,0.53
0.16,"13,161","1,676",0.11,"232,121","188,449","15,680","63,246",0.25,0.80,0.50
0.17,"12,169","1,686",0.12,"244,290","176,280","17,366","61,560",0.26,0.78,0.48
0.18,"11,326","1,753",0.13,"255,616","164,954","19,119","59,807",0.27,0.76,0.45
0.19,"10,589","1,709",0.14,"266,205","154,365","20,828","58,098",0.27,0.74,0.43
0.2,"9,993","1,644",0.14,"276,198","144,372","22,472","56,454",0.28,0.72,0.40
0.21,"9,390","1,664",0.15,"285,588","134,982","24,136","54,790",0.29,0.69,0.38
0.22,"8,631","1,649",0.16,"294,219","126,351","25,785","53,141",0.30,0.67,0.36
0.23,"7,980","1,623",0.17,"302,199","118,371","27,408","51,518",0.30,0.65,0.34
0.24,"7,535","1,720",0.19,"309,734","110,836","29,128","49,798",0.31,0.63,0.32
0.25,"6,857","1,570",0.19,"316,591","103,979","30,698","48,228",0.32,0.61,0.30
0.26,"6,495","1,512",0.19,"323,086","97,484","32,210","46,716",0.32,0.59,0.29
0.27,"5,984","1,519",0.20,"329,070","91,500","33,729","45,197",0.33,0.57,0.27
0.28,"5,787","1,486",0.20,"334,857","85,713","35,215","43,711",0.34,0.55,0.26
