p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"402,719",0,"78,926",5.10,0.16,1.00,1.00
0.01,264,0,inf,264,"402,455",0,"78,926",5.10,0.16,1.00,1.00
0.02,409,0,inf,673,"402,046",0,"78,926",5.09,0.16,1.00,1.00
0.03,628,2,314.00,"1,301","401,418",2,"78,924",5.09,0.16,1.00,1.00
0.04,"1,044",1,1044.00,"2,345","400,374",3,"78,923",5.07,0.16,1.00,1.00
0.05,"1,578",3,526.00,"3,923","398,796",6,"78,920",5.05,0.17,1.00,0.99
0.06,"2,097",12,174.75,"6,020","396,699",18,"78,908",5.03,0.17,1.00,0.99
0.07,"2,741",10,274.10,"8,761","393,958",28,"78,898",4.99,0.17,1.00,0.98
0.08,"3,257",16,203.56,"12,018","390,701",44,"78,882",4.95,0.17,1.00,0.97
0.09,"3,958",26,152.23,"15,976","386,743",70,"78,856",4.90,0.17,1.00,0.97
0.1,"4,337",34,127.56,"20,313","382,406",104,"78,822",4.85,0.17,1.00,0.96
0.11,"4,885",54,90.46,"25,198","377,521",158,"78,768",4.79,0.17,1.00,0.95
0.12,"5,459",67,81.48,"30,657","372,062",225,"78,701",4.73,0.17,1.00,0.94
0.13,"5,794",65,89.14,"36,451","366,268",290,"78,636",4.66,0.18,1.00,0.92
0.14,"6,172",97,63.63,"42,623","360,096",387,"78,539",4.58,0.18,1.00,0.91
0.15,"6,531",116,56.30,"49,154","353,565",503,"78,423",4.51,0.18,0.99,0.90
0.16,"6,620",123,53.82,"55,774","346,945",626,"78,300",4.43,0.18,0.99,0.88
0.17,"6,878",136,50.57,"62,652","340,067",762,"78,164",4.35,0.19,0.99,0.87
0.18,"7,213",190,37.96,"69,865","332,854",952,"77,974",4.27,0.19,0.99,0.85
0.19,"7,406",195,37.98,"77,271","325,448","1,147","77,779",4.18,0.19,0.99,0.84
0.2,"7,568",211,35.87,"84,839","317,880","1,358","77,568",4.10,0.20,0.98,0.82
0.21,"7,644",275,27.80,"92,483","310,236","1,633","77,293",4.01,0.20,0.98,0.80
0.22,"7,958",292,27.25,"100,441","302,278","1,925","77,001",3.93,0.20,0.98,0.79
0.23,"8,028",273,29.41,"108,469","294,250","2,198","76,728",3.83,0.21,0.97,0.77
0.24,"8,155",331,24.64,"116,624","286,095","2,529","76,397",3.74,0.21,0.97,0.75
0.25,"8,168",350,23.34,"124,792","277,927","2,879","76,047",3.65,0.21,0.96,0.73
0.26,"8,246",431,19.13,"133,038","269,681","3,310","75,616",3.57,0.22,0.96,0.72
0.27,"8,200",410,20.00,"141,238","261,481","3,720","75,206",3.48,0.22,0.95,0.70
0.28,"8,126",484,16.79,"149,364","253,355","4,204","74,722",3.39,0.23,0.95,0.68
0.29,"8,169",542,15.07,"157,533","245,186","4,746","74,180",3.31,0.23,0.94,0.66
0.3,"8,013",531,15.09,"165,546","237,173","5,277","73,649",3.22,0.24,0.93,0.65
0.31,"7,970",588,13.55,"173,516","229,203","5,865","73,061",3.14,0.24,0.93,0.63
0.32,"8,088",631,12.82,"181,604","221,115","6,496","72,430",3.05,0.25,0.92,0.61
0.33,"8,075",699,11.55,"189,679","213,040","7,195","71,731",2.97,0.25,0.91,0.59
0.34,"7,877",681,11.57,"197,556","205,163","7,876","71,050",2.89,0.26,0.90,0.57
0.35,"8,231",728,11.31,"205,787","196,932","8,604","70,322",2.80,0.26,0.89,0.55
0.36,"7,916",757,10.46,"213,703","189,016","9,361","69,565",2.72,0.27,0.88,0.54
0.37,"7,712",837,9.21,"221,415","181,304","10,198","68,728",2.64,0.27,0.87,0.52
0.38,"7,562",875,8.64,"228,977","173,742","11,073","67,853",2.56,0.28,0.86,0.50
0.39,"7,501",904,8.30,"236,478","166,241","11,977","66,949",2.48,0.29,0.85,0.48
0.4,"7,353",942,7.81,"243,831","158,888","12,919","66,007",2.41,0.29,0.84,0.47
0.41,"7,114","1,058",6.72,"250,945","151,774","13,977","64,949",2.34,0.30,0.82,0.45
0.42,"7,121","1,018",7.00,"258,066","144,653","14,995","63,931",2.26,0.31,0.81,0.43
0.43,"6,973","1,060",6.58,"265,039","137,680","16,055","62,871",2.19,0.31,0.80,0.42
0.44,"6,691","1,118",5.98,"271,730","130,989","17,173","61,753",2.12,0.32,0.78,0.40
0.45,"6,636","1,179",5.63,"278,366","124,353","18,352","60,574",2.05,0.33,0.77,0.38
0.46,"6,384","1,187",5.38,"284,750","117,969","19,539","59,387",1.99,0.33,0.75,0.37
0.47,"6,316","1,232",5.13,"291,066","111,653","20,771","58,155",1.92,0.34,0.74,0.35
0.48,"6,055","1,265",4.79,"297,121","105,598","22,036","56,890",1.86,0.35,0.72,0.34
0.49,"5,819","1,256",4.63,"302,940","99,779","23,292","55,634",1.79,0.36,0.70,0.32
0.5,"5,743","1,274",4.51,"308,683","94,036","24,566","54,360",1.73,0.37,0.69,0.31
0.51,"5,549","1,369",4.05,"314,232","88,487","25,935","52,991",1.67,0.37,0.67,0.29
0.52,"5,416","1,387",3.90,"319,648","83,071","27,322","51,604",1.61,0.38,0.65,0.28
0.53,"5,237","1,416",3.70,"324,885","77,834","28,738","50,188",1.55,0.39,0.64,0.27
0.54,"5,115","1,410",3.63,"330,000","72,719","30,148","48,778",1.49,0.40,0.62,0.25
0.55,"4,768","1,499",3.18,"334,768","67,951","31,647","47,279",1.44,0.41,0.60,0.24
0.56,"4,617","1,454",3.18,"339,385","63,334","33,101","45,825",1.38,0.42,0.58,0.23
0.57,"4,491","1,441",3.12,"343,876","58,843","34,542","44,384",1.33,0.43,0.56,0.21
0.58,"4,332","1,488",2.91,"348,208","54,511","36,030","42,896",1.27,0.44,0.54,0.20
0.59,"3,896","1,524",2.56,"352,104","50,615","37,554","41,372",1.22,0.45,0.52,0.19
0.6,"3,834","1,571",2.44,"355,938","46,781","39,125","39,801",1.18,0.46,0.50,0.18
0.61,"3,709","1,525",2.43,"359,647","43,072","40,650","38,276",1.13,0.47,0.48,0.17
0.62,"3,500","1,540",2.27,"363,147","39,572","42,190","36,736",1.08,0.48,0.47,0.16
0.63,"3,176","1,547",2.05,"366,323","36,396","43,737","35,189",1.03,0.49,0.45,0.15
0.64,"3,155","1,476",2.14,"369,478","33,241","45,213","33,713",0.99,0.50,0.43,0.14
0.65,"2,844","1,525",1.86,"372,322","30,397","46,738","32,188",0.94,0.51,0.41,0.13
0.66,"2,712","1,506",1.80,"375,034","27,685","48,244","30,682",0.90,0.53,0.39,0.12
0.67,"2,592","1,470",1.76,"377,626","25,093","49,714","29,212",0.86,0.54,0.37,0.11
0.68,"2,435","1,446",1.68,"380,061","22,658","51,160","27,766",0.82,0.55,0.35,0.10
0.69,"2,268","1,452",1.56,"382,329","20,390","52,612","26,314",0.77,0.56,0.33,0.10
0.7,"2,066","1,415",1.46,"384,395","18,324","54,027","24,899",0.74,0.58,0.32,0.09
0.71,"1,942","1,450",1.34,"386,337","16,382","55,477","23,449",0.70,0.59,0.30,0.08
0.72,"1,788","1,396",1.28,"388,125","14,594","56,873","22,053",0.66,0.60,0.28,0.08
0.73,"1,616","1,424",1.13,"389,741","12,978","58,297","20,629",0.63,0.61,0.26,0.07
0.74,"1,545","1,415",1.09,"391,286","11,433","59,712","19,214",0.60,0.63,0.24,0.06
0.75,"1,505","1,344",1.12,"392,791","9,928","61,056","17,870",0.56,0.64,0.23,0.06
0.76,"1,247","1,239",1.01,"394,038","8,681","62,295","16,631",0.52,0.66,0.21,0.05
0.77,"1,113","1,299",0.86,"395,151","7,568","63,594","15,332",0.49,0.67,0.19,0.05
0.78,"1,020","1,197",0.85,"396,171","6,548","64,791","14,135",0.46,0.68,0.18,0.04
0.79,939,"1,181",0.80,"397,110","5,609","65,972","12,954",0.43,0.70,0.16,0.04
0.8,800,"1,089",0.73,"397,910","4,809","67,061","11,865",0.41,0.71,0.15,0.03
0.81,772,"1,075",0.72,"398,682","4,037","68,136","10,790",0.37,0.73,0.14,0.03
0.82,613,"1,118",0.55,"399,295","3,424","69,254","9,672",0.35,0.74,0.12,0.03
0.83,534,965,0.55,"399,829","2,890","70,219","8,707",0.33,0.75,0.11,0.02
0.84,519,939,0.55,"400,348","2,371","71,158","7,768",0.31,0.77,0.10,0.02
0.85,391,883,0.44,"400,739","1,980","72,041","6,885",0.29,0.78,0.09,0.02
0.86,366,809,0.45,"401,105","1,614","72,850","6,076",0.27,0.79,0.08,0.02
0.87,313,802,0.39,"401,418","1,301","73,652","5,274",0.25,0.80,0.07,0.01
0.88,274,795,0.34,"401,692","1,027","74,447","4,479",0.23,0.81,0.06,0.01
0.89,273,801,0.34,"401,965",754,"75,248","3,678",0.21,0.83,0.05,0.01
0.9,193,735,0.26,"402,158",561,"75,983","2,943",0.19,0.84,0.04,0.01
0.91,153,691,0.22,"402,311",408,"76,674","2,252",0.18,0.85,0.03,0.01
0.92,156,705,0.22,"402,467",252,"77,379","1,547",0.16,0.86,0.02,0.00
0.93,102,551,0.19,"402,569",150,"77,930",996,0.15,0.87,0.01,0.00
0.94,78,451,0.17,"402,647",72,"78,381",545,0.13,0.88,0.01,0.00
0.95,39,327,0.12,"402,686",33,"78,708",218,0.15,0.87,0.00,0.00
0.96,28,136,0.21,"402,714",5,"78,844",82,0.06,0.94,0.00,0.00
0.97,4,67,0.06,"402,718",1,"78,911",15,0.07,0.94,0.00,0.00
