p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,575,28,0.05,575,"419,995",28,"78,898",0.16,1.00,1.00
0.05,"39,342","2,238",0.05,"39,917","380,653","2,266","76,660",0.17,0.97,0.92
0.1,"39,699","2,921",0.07,"79,616","340,954","5,187","73,739",0.18,0.93,0.83
0.15,"21,690","2,297",0.10,"101,306","319,264","7,484","71,442",0.18,0.91,0.78
0.2,"33,745","4,067",0.11,"135,051","285,519","11,551","67,375",0.19,0.85,0.71
0.25,"44,361","6,124",0.12,"179,412","241,158","17,675","61,251",0.20,0.78,0.61
0.3,"45,131","7,241",0.14,"224,543","196,027","24,916","54,010",0.22,0.68,0.50
0.35,"37,943","6,959",0.15,"262,486","158,084","31,875","47,051",0.23,0.60,0.41
0.4,"33,999","6,871",0.17,"296,485","124,085","38,746","40,180",0.24,0.51,0.33
0.45,"22,788","5,190",0.19,"319,273","101,297","43,936","34,990",0.26,0.44,0.27
0.5,"17,244","4,438",0.20,"336,517","84,053","48,374","30,552",0.27,0.39,0.23
0.55,"17,699","5,106",0.22,"354,216","66,354","53,480","25,446",0.28,0.32,0.18
0.6,"17,632","5,571",0.24,"371,848","48,722","59,051","19,875",0.29,0.25,0.14
0.65,"15,187","5,293",0.26,"387,035","33,535","64,344","14,582",0.30,0.18,0.10
0.7,"10,245","4,019",0.28,"397,280","23,290","68,363","10,563",0.31,0.13,0.07
0.75,"6,907","2,887",0.29,"404,187","16,383","71,250","7,676",0.32,0.10,0.05
0.8,"4,799","1,970",0.29,"408,986","11,584","73,220","5,706",0.33,0.07,0.03
0.85,"3,297","1,465",0.31,"412,283","8,287","74,685","4,241",0.34,0.05,0.03
0.9,"2,230","1,043",0.32,"414,513","6,057","75,728","3,198",0.35,0.04,0.02
0.95,"1,735",875,0.34,"416,248","4,322","76,603","2,323",0.35,0.03,0.01
1.0,"4,322","2,323",0.35,"420,570",0,"78,926",0,nan,0.00,0.00
