p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"402,719",0,"78,926",5.10,0.16,1.00,1.00
0.01,"3,388",10,338.80,"3,388","399,331",10,"78,916",5.06,0.17,1.00,0.99
0.02,"8,940",66,135.45,"12,328","390,391",76,"78,850",4.95,0.17,1.00,0.97
0.03,"12,353",134,92.19,"24,681","378,038",210,"78,716",4.80,0.17,1.00,0.95
0.04,"13,692",208,65.83,"38,373","364,346",418,"78,508",4.64,0.18,0.99,0.92
0.05,"14,373",278,51.70,"52,746","349,973",696,"78,230",4.47,0.18,0.99,0.89
0.06,"14,342",346,41.45,"67,088","335,631","1,042","77,884",4.31,0.19,0.99,0.86
0.07,"14,137",409,34.56,"81,225","321,494","1,451","77,475",4.15,0.19,0.98,0.83
0.08,"13,711",433,31.67,"94,936","307,783","1,884","77,042",4.00,0.20,0.98,0.80
0.09,"13,294",537,24.76,"108,230","294,489","2,421","76,505",3.85,0.21,0.97,0.77
0.1,"12,924",573,22.55,"121,154","281,565","2,994","75,932",3.71,0.21,0.96,0.74
0.11,"12,357",628,19.68,"133,511","269,208","3,622","75,304",3.57,0.22,0.95,0.72
0.12,"11,871",692,17.15,"145,382","257,337","4,314","74,612",3.45,0.22,0.95,0.69
0.13,"11,425",690,16.56,"156,807","245,912","5,004","73,922",3.33,0.23,0.94,0.66
0.14,"11,025",798,13.82,"167,832","234,887","5,802","73,124",3.21,0.24,0.93,0.64
0.15,"10,657",768,13.88,"178,489","224,230","6,570","72,356",3.10,0.24,0.92,0.62
0.16,"10,211",785,13.01,"188,700","214,019","7,355","71,571",2.99,0.25,0.91,0.59
0.17,"9,552",860,11.11,"198,252","204,467","8,215","70,711",2.89,0.26,0.90,0.57
0.18,"9,224",873,10.57,"207,476","195,243","9,088","69,838",2.80,0.26,0.88,0.55
0.19,"8,901",872,10.21,"216,377","186,342","9,960","68,966",2.70,0.27,0.87,0.53
0.2,"8,604",966,8.91,"224,981","177,738","10,926","68,000",2.61,0.28,0.86,0.51
0.21,"8,022",971,8.26,"233,003","169,716","11,897","67,029",2.53,0.28,0.85,0.49
0.22,"7,771",949,8.19,"240,774","161,945","12,846","66,080",2.45,0.29,0.84,0.47
0.23,"7,597",987,7.70,"248,371","154,348","13,833","65,093",2.37,0.30,0.82,0.46
0.24,"7,265","1,090",6.67,"255,636","147,083","14,923","64,003",2.30,0.30,0.81,0.44
0.25,"6,975","1,048",6.66,"262,611","140,108","15,971","62,955",2.23,0.31,0.80,0.42
0.26,"6,561",970,6.76,"269,172","133,547","16,941","61,985",2.15,0.32,0.79,0.41
0.27,"6,309","1,001",6.30,"275,481","127,238","17,942","60,984",2.09,0.32,0.77,0.39
0.28,"5,995","1,015",5.91,"281,476","121,243","18,957","59,969",2.02,0.33,0.76,0.38
0.29,"5,868","1,032",5.69,"287,344","115,375","19,989","58,937",1.96,0.34,0.75,0.36
0.3,"5,603","1,082",5.18,"292,947","109,772","21,071","57,855",1.90,0.35,0.73,0.35
0.31,"5,314","1,130",4.70,"298,261","104,458","22,201","56,725",1.84,0.35,0.72,0.33
0.32,"5,032","1,118",4.50,"303,293","99,426","23,319","55,607",1.79,0.36,0.70,0.32
0.33,"4,953","1,108",4.47,"308,246","94,473","24,427","54,499",1.73,0.37,0.69,0.31
0.34,"4,769","1,124",4.24,"313,015","89,704","25,551","53,375",1.68,0.37,0.68,0.30
0.35,"4,486","1,078",4.16,"317,501","85,218","26,629","52,297",1.63,0.38,0.66,0.29
0.36,"4,329","1,112",3.89,"321,830","80,889","27,741","51,185",1.58,0.39,0.65,0.27
0.37,"4,090","1,129",3.62,"325,920","76,799","28,870","50,056",1.53,0.39,0.63,0.26
0.38,"4,040","1,105",3.66,"329,960","72,759","29,975","48,951",1.49,0.40,0.62,0.25
0.39,"3,786","1,124",3.37,"333,746","68,973","31,099","47,827",1.44,0.41,0.61,0.24
0.4,"3,651","1,085",3.36,"337,397","65,322","32,184","46,742",1.40,0.42,0.59,0.23
0.41,"3,615","1,142",3.17,"341,012","61,707","33,326","45,600",1.35,0.42,0.58,0.22
0.42,"3,306","1,172",2.82,"344,318","58,401","34,498","44,428",1.31,0.43,0.56,0.21
0.43,"3,195","1,069",2.99,"347,513","55,206","35,567","43,359",1.27,0.44,0.55,0.20
0.44,"3,090","1,023",3.02,"350,603","52,116","36,590","42,336",1.23,0.45,0.54,0.20
0.45,"2,941","1,103",2.67,"353,544","49,175","37,693","41,233",1.19,0.46,0.52,0.19
0.46,"2,816","1,089",2.59,"356,360","46,359","38,782","40,144",1.15,0.46,0.51,0.18
0.47,"2,737","1,141",2.40,"359,097","43,622","39,923","39,003",1.12,0.47,0.49,0.17
0.48,"2,542","1,084",2.35,"361,639","41,080","41,007","37,919",1.08,0.48,0.48,0.16
0.49,"2,472","1,016",2.43,"364,111","38,608","42,023","36,903",1.05,0.49,0.47,0.16
0.5,"2,268","1,137",1.99,"366,379","36,340","43,160","35,766",1.02,0.50,0.45,0.15
0.51,"2,223","1,068",2.08,"368,602","34,117","44,228","34,698",0.98,0.50,0.44,0.14
0.52,"2,137","1,056",2.02,"370,739","31,980","45,284","33,642",0.95,0.51,0.43,0.14
0.53,"1,903","1,047",1.82,"372,642","30,077","46,331","32,595",0.92,0.52,0.41,0.13
0.54,"1,907","1,064",1.79,"374,549","28,170","47,395","31,531",0.89,0.53,0.40,0.12
0.55,"1,746",967,1.81,"376,295","26,424","48,362","30,564",0.86,0.54,0.39,0.12
0.56,"1,741","1,022",1.70,"378,036","24,683","49,384","29,542",0.84,0.54,0.37,0.11
0.57,"1,577",948,1.66,"379,613","23,106","50,332","28,594",0.81,0.55,0.36,0.11
0.58,"1,511",968,1.56,"381,124","21,595","51,300","27,626",0.78,0.56,0.35,0.10
0.59,"1,447",955,1.52,"382,571","20,148","52,255","26,671",0.76,0.57,0.34,0.10
0.6,"1,370",943,1.45,"383,941","18,778","53,198","25,728",0.73,0.58,0.33,0.09
0.61,"1,237",958,1.29,"385,178","17,541","54,156","24,770",0.71,0.59,0.31,0.09
0.62,"1,226",850,1.44,"386,404","16,315","55,006","23,920",0.68,0.59,0.30,0.08
0.63,"1,243",908,1.37,"387,647","15,072","55,914","23,012",0.65,0.60,0.29,0.08
0.64,"1,068",934,1.14,"388,715","14,004","56,848","22,078",0.63,0.61,0.28,0.07
0.65,"1,011",873,1.16,"389,726","12,993","57,721","21,205",0.61,0.62,0.27,0.07
0.66,969,828,1.17,"390,695","12,024","58,549","20,377",0.59,0.63,0.26,0.07
0.67,920,826,1.11,"391,615","11,104","59,375","19,551",0.57,0.64,0.25,0.06
0.68,846,871,0.97,"392,461","10,258","60,246","18,680",0.55,0.65,0.24,0.06
0.69,794,854,0.93,"393,255","9,464","61,100","17,826",0.53,0.65,0.23,0.06
0.7,773,809,0.96,"394,028","8,691","61,909","17,017",0.51,0.66,0.22,0.05
0.71,783,836,0.94,"394,811","7,908","62,745","16,181",0.49,0.67,0.21,0.05
0.72,653,799,0.82,"395,464","7,255","63,544","15,382",0.47,0.68,0.19,0.05
0.73,637,837,0.76,"396,101","6,618","64,381","14,545",0.46,0.69,0.18,0.04
0.74,598,802,0.75,"396,699","6,020","65,183","13,743",0.44,0.70,0.17,0.04
0.75,572,742,0.77,"397,271","5,448","65,925","13,001",0.42,0.70,0.16,0.04
0.76,517,727,0.71,"397,788","4,931","66,652","12,274",0.40,0.71,0.16,0.04
0.77,518,740,0.70,"398,306","4,413","67,392","11,534",0.38,0.72,0.15,0.03
0.78,484,717,0.68,"398,790","3,929","68,109","10,817",0.36,0.73,0.14,0.03
0.79,387,613,0.63,"399,177","3,542","68,722","10,204",0.35,0.74,0.13,0.03
0.8,407,649,0.63,"399,584","3,135","69,371","9,555",0.33,0.75,0.12,0.03
0.81,363,643,0.56,"399,947","2,772","70,014","8,912",0.31,0.76,0.11,0.02
0.82,342,677,0.51,"400,289","2,430","70,691","8,235",0.30,0.77,0.10,0.02
0.83,255,626,0.41,"400,544","2,175","71,317","7,609",0.29,0.78,0.10,0.02
0.84,269,629,0.43,"400,813","1,906","71,946","6,980",0.27,0.79,0.09,0.02
0.85,281,572,0.49,"401,094","1,625","72,518","6,408",0.25,0.80,0.08,0.02
0.86,251,620,0.40,"401,345","1,374","73,138","5,788",0.24,0.81,0.07,0.01
0.87,203,623,0.33,"401,548","1,171","73,761","5,165",0.23,0.82,0.07,0.01
0.88,190,575,0.33,"401,738",981,"74,336","4,590",0.21,0.82,0.06,0.01
0.89,156,549,0.28,"401,894",825,"74,885","4,041",0.20,0.83,0.05,0.01
0.9,150,592,0.25,"402,044",675,"75,477","3,449",0.20,0.84,0.04,0.01
0.91,147,570,0.26,"402,191",528,"76,047","2,879",0.18,0.85,0.04,0.01
0.92,140,580,0.24,"402,331",388,"76,627","2,299",0.17,0.86,0.03,0.01
0.93,133,597,0.22,"402,464",255,"77,224","1,702",0.15,0.87,0.02,0.00
0.94,92,529,0.17,"402,556",163,"77,753","1,173",0.14,0.88,0.01,0.00
0.95,80,462,0.17,"402,636",83,"78,215",711,0.12,0.90,0.01,0.00
0.96,47,351,0.13,"402,683",36,"78,566",360,0.10,0.91,0.00,0.00
0.97,28,225,0.12,"402,711",8,"78,791",135,0.06,0.94,0.00,0.00
0.98,3,114,0.03,"402,714",5,"78,905",21,0.24,0.81,0.00,0.00
0.99,5,18,0.28,"402,719",0,"78,923",3,0.00,1.00,0.00,0.00
1.0,0,3,0.00,"402,719",0,"78,926",0,nan,nan,0.00,0.00
