p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.05,"48,251",0,0.00,"48,251","372,319",0,"78,926",0.17,1.00,0.90
0.1,"5,925",1,0.00,"54,176","366,394",1,"78,925",0.18,1.00,0.89
0.15,"65,982",0,0.00,"120,158","300,412",1,"78,925",0.21,1.00,0.76
0.2,"10,285",15,0.00,"130,443","290,127",16,"78,910",0.21,1.00,0.74
0.25,"67,901",48,0.00,"198,344","222,226",64,"78,862",0.26,1.00,0.60
0.3,"10,266",77,0.01,"208,610","211,960",141,"78,785",0.27,1.00,0.58
0.35,"59,425",229,0.00,"268,035","152,535",370,"78,556",0.34,1.00,0.46
0.4,"9,454",257,0.03,"277,489","143,081",627,"78,299",0.35,0.99,0.44
0.45,"45,828",875,0.02,"323,317","97,253","1,502","77,424",0.44,0.98,0.35
0.5,"37,685","2,497",0.06,"361,002","59,568","3,999","74,927",0.56,0.95,0.27
0.55,"5,042","1,185",0.19,"366,044","54,526","5,184","73,742",0.57,0.93,0.26
0.6,"21,822","5,467",0.20,"387,866","32,704","10,651","68,275",0.68,0.87,0.20
0.65,"3,748","1,747",0.32,"391,614","28,956","12,398","66,528",0.70,0.84,0.19
0.7,"13,061","10,522",0.45,"404,675","15,895","22,920","56,006",0.78,0.71,0.14
0.75,"3,023","2,384",0.44,"407,698","12,872","25,304","53,622",0.81,0.68,0.13
0.8,"6,663","15,914",0.70,"414,361","6,209","41,218","37,708",0.86,0.48,0.09
0.85,"2,276","2,790",0.55,"416,637","3,933","44,008","34,918",0.90,0.44,0.08
0.9,"2,696","18,595",0.87,"419,333","1,237","62,603","16,323",0.93,0.21,0.04
0.95,688,"1,473",0.68,"420,021",549,"64,076","14,850",0.96,0.19,0.03
1.0,549,"14,850",0.96,"420,570",0,"78,926",0,nan,0.00,0.00
