p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"2,521",0,0.00,"2,521","418,049",0,"78,926",0.16,1.00,0.99
0.05,"9,646",0,0.00,"12,167","408,403",0,"78,926",0.16,1.00,0.98
0.1,"11,937",50,0.00,"24,104","396,466",50,"78,876",0.17,1.00,0.95
0.15,"16,512",231,0.01,"40,616","379,954",281,"78,645",0.17,1.00,0.92
0.2,"21,552",520,0.02,"62,168","358,402",801,"78,125",0.18,0.99,0.87
0.25,"26,936","1,015",0.04,"89,104","331,466","1,816","77,110",0.19,0.98,0.82
0.3,"27,039","1,365",0.05,"116,143","304,427","3,181","75,745",0.20,0.96,0.76
0.35,"31,056","2,105",0.06,"147,199","273,371","5,286","73,640",0.21,0.93,0.69
0.4,"36,140","3,303",0.08,"183,339","237,231","8,589","70,337",0.23,0.89,0.62
0.45,"37,397","4,377",0.10,"220,736","199,834","12,966","65,960",0.25,0.84,0.53
0.5,"39,388","5,867",0.13,"260,124","160,446","18,833","60,093",0.27,0.76,0.44
0.55,"36,746","6,749",0.16,"296,870","123,700","25,582","53,344",0.30,0.68,0.35
0.6,"33,274","7,574",0.19,"330,144","90,426","33,156","45,770",0.34,0.58,0.27
0.65,"27,703","7,840",0.22,"357,847","62,723","40,996","37,930",0.38,0.48,0.20
0.7,"23,650","8,475",0.26,"381,497","39,073","49,471","29,455",0.43,0.37,0.14
0.75,"16,986","7,799",0.31,"398,483","22,087","57,270","21,656",0.50,0.27,0.09
0.8,"11,023","6,859",0.38,"409,506","11,064","64,129","14,797",0.57,0.19,0.05
0.85,"6,568","5,627",0.46,"416,074","4,496","69,756","9,170",0.67,0.12,0.03
0.9,"3,013","4,082",0.58,"419,087","1,483","73,838","5,088",0.77,0.06,0.01
0.95,"1,285","3,233",0.72,"420,372",198,"77,071","1,855",0.90,0.02,0.00
1.0,198,"1,855",0.90,"420,570",0,"78,926",0,nan,0.00,0.00
