p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"21,211",0,0.00,"21,211","399,359",0,"78,926",0.17,1.00,0.96
0.05,"6,499",15,0.00,"27,710","392,860",15,"78,911",0.17,1.00,0.94
0.1,"15,499",116,0.01,"43,209","377,361",131,"78,795",0.17,1.00,0.91
0.15,"15,007",348,0.02,"58,216","362,354",479,"78,447",0.18,0.99,0.88
0.2,"25,222",843,0.03,"83,438","337,132","1,322","77,604",0.19,0.98,0.83
0.25,"24,430","1,265",0.05,"107,868","312,702","2,587","76,339",0.20,0.97,0.78
0.3,"29,217","1,916",0.06,"137,085","283,485","4,503","74,423",0.21,0.94,0.72
0.35,"31,597","2,838",0.08,"168,682","251,888","7,341","71,585",0.22,0.91,0.65
0.4,"32,922","3,666",0.10,"201,604","218,966","11,007","67,919",0.24,0.86,0.57
0.45,"36,208","5,055",0.12,"237,812","182,758","16,062","62,864",0.26,0.80,0.49
0.5,"37,470","6,322",0.14,"275,282","145,288","22,384","56,542",0.28,0.72,0.40
0.55,"36,264","7,533",0.17,"311,546","109,024","29,917","49,009",0.31,0.62,0.32
0.6,"30,320","7,696",0.20,"341,866","78,704","37,613","41,313",0.34,0.52,0.24
0.65,"24,396","7,568",0.24,"366,262","54,308","45,181","33,745",0.38,0.43,0.18
0.7,"20,430","7,947",0.28,"386,692","33,878","53,128","25,798",0.43,0.33,0.12
0.75,"13,941","6,606",0.32,"400,633","19,937","59,734","19,192",0.49,0.24,0.08
0.8,"9,263","5,862",0.39,"409,896","10,674","65,596","13,330",0.56,0.17,0.05
0.85,"5,520","4,408",0.44,"415,416","5,154","70,004","8,922",0.63,0.11,0.03
0.9,"3,118","3,883",0.55,"418,534","2,036","73,887","5,039",0.71,0.06,0.01
0.95,"1,488","2,406",0.62,"420,022",548,"76,293","2,633",0.83,0.03,0.01
1.0,548,"2,633",0.83,"420,570",0,"78,926",0,nan,0.00,0.00
