p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"5,263",164,0.03,"5,263","415,307",164,"78,762",0.16,1.00,0.99
0.01,"1,690",51,0.03,"6,953","413,617",215,"78,711",0.16,1.00,0.99
0.02,"2,179",71,0.03,"9,132","411,438",286,"78,640",0.16,1.00,0.98
0.03,"2,690",100,0.04,"11,822","408,748",386,"78,540",0.16,1.00,0.98
0.04,"2,877",129,0.04,"14,699","405,871",515,"78,411",0.16,0.99,0.97
0.05,"3,440",114,0.03,"18,139","402,431",629,"78,297",0.16,0.99,0.96
0.06,"3,454",165,0.05,"21,593","398,977",794,"78,132",0.16,0.99,0.96
0.07,"3,779",168,0.04,"25,372","395,198",962,"77,964",0.16,0.99,0.95
0.08,"4,014",211,0.05,"29,386","391,184","1,173","77,753",0.17,0.99,0.94
0.09,"4,368",254,0.05,"33,754","386,816","1,427","77,499",0.17,0.98,0.93
0.1,"4,299",214,0.05,"38,053","382,517","1,641","77,285",0.17,0.98,0.92
0.11,"4,744",245,0.05,"42,797","377,773","1,886","77,040",0.17,0.98,0.91
0.12,"4,631",272,0.06,"47,428","373,142","2,158","76,768",0.17,0.97,0.90
0.13,"4,934",283,0.05,"52,362","368,208","2,441","76,485",0.17,0.97,0.89
0.14,"5,089",307,0.06,"57,451","363,119","2,748","76,178",0.17,0.97,0.88
0.15,"5,048",323,0.06,"62,499","358,071","3,071","75,855",0.17,0.96,0.87
0.16,"5,409",385,0.07,"67,908","352,662","3,456","75,470",0.18,0.96,0.86
0.17,"5,472",350,0.06,"73,380","347,190","3,806","75,120",0.18,0.95,0.85
0.18,"5,911",412,0.07,"79,291","341,279","4,218","74,708",0.18,0.95,0.83
0.19,"5,856",463,0.07,"85,147","335,423","4,681","74,245",0.18,0.94,0.82
0.2,"5,931",453,0.07,"91,078","329,492","5,134","73,792",0.18,0.93,0.81
0.21,"6,131",507,0.08,"97,209","323,361","5,641","73,285",0.18,0.93,0.79
0.22,"6,191",516,0.08,"103,400","317,170","6,157","72,769",0.19,0.92,0.78
0.23,"6,445",543,0.08,"109,845","310,725","6,700","72,226",0.19,0.92,0.77
0.24,"6,399",589,0.08,"116,244","304,326","7,289","71,637",0.19,0.91,0.75
0.25,"6,515",595,0.08,"122,759","297,811","7,884","71,042",0.19,0.90,0.74
0.26,"6,813",672,0.09,"129,572","290,998","8,556","70,370",0.19,0.89,0.72
0.27,"7,040",675,0.09,"136,612","283,958","9,231","69,695",0.20,0.88,0.71
0.28,"6,853",758,0.10,"143,465","277,105","9,989","68,937",0.20,0.87,0.69
0.29,"7,166",785,0.10,"150,631","269,939","10,774","68,152",0.20,0.86,0.68
0.3,"7,250",773,0.10,"157,881","262,689","11,547","67,379",0.20,0.85,0.66
0.31,"7,190",828,0.10,"165,071","255,499","12,375","66,551",0.21,0.84,0.64
0.32,"7,356",840,0.10,"172,427","248,143","13,215","65,711",0.21,0.83,0.63
0.33,"7,521",911,0.11,"179,948","240,622","14,126","64,800",0.21,0.82,0.61
0.34,"7,476",932,0.11,"187,424","233,146","15,058","63,868",0.22,0.81,0.59
0.35,"7,772","1,007",0.11,"195,196","225,374","16,065","62,861",0.22,0.80,0.58
0.36,"7,555","1,068",0.12,"202,751","217,819","17,133","61,793",0.22,0.78,0.56
0.37,"7,400","1,055",0.12,"210,151","210,419","18,188","60,738",0.22,0.77,0.54
0.38,"7,553","1,114",0.13,"217,704","202,866","19,302","59,624",0.23,0.76,0.53
0.39,"7,627","1,139",0.13,"225,331","195,239","20,441","58,485",0.23,0.74,0.51
0.4,"7,414","1,170",0.14,"232,745","187,825","21,611","57,315",0.23,0.73,0.49
0.41,"7,476","1,157",0.13,"240,221","180,349","22,768","56,158",0.24,0.71,0.47
0.42,"7,428","1,194",0.14,"247,649","172,921","23,962","54,964",0.24,0.70,0.46
0.43,"7,170","1,160",0.14,"254,819","165,751","25,122","53,804",0.25,0.68,0.44
0.44,"7,125","1,192",0.14,"261,944","158,626","26,314","52,612",0.25,0.67,0.42
0.45,"6,943","1,305",0.16,"268,887","151,683","27,619","51,307",0.25,0.65,0.41
0.46,"6,789","1,260",0.16,"275,676","144,894","28,879","50,047",0.26,0.63,0.39
0.47,"6,880","1,335",0.16,"282,556","138,014","30,214","48,712",0.26,0.62,0.37
0.48,"6,514","1,306",0.17,"289,070","131,500","31,520","47,406",0.26,0.60,0.36
0.49,"6,493","1,329",0.17,"295,563","125,007","32,849","46,077",0.27,0.58,0.34
0.5,"6,049","1,256",0.17,"301,612","118,958","34,105","44,821",0.27,0.57,0.33
0.51,"6,136","1,314",0.18,"307,748","112,822","35,419","43,507",0.28,0.55,0.31
0.52,"6,155","1,275",0.17,"313,903","106,667","36,694","42,232",0.28,0.54,0.30
0.53,"5,758","1,323",0.19,"319,661","100,909","38,017","40,909",0.29,0.52,0.28
0.54,"5,645","1,317",0.19,"325,306","95,264","39,334","39,592",0.29,0.50,0.27
0.55,"5,217","1,220",0.19,"330,523","90,047","40,554","38,372",0.30,0.49,0.26
0.56,"5,182","1,270",0.20,"335,705","84,865","41,824","37,102",0.30,0.47,0.24
0.57,"4,794","1,235",0.20,"340,499","80,071","43,059","35,867",0.31,0.45,0.23
0.58,"4,642","1,232",0.21,"345,141","75,429","44,291","34,635",0.31,0.44,0.22
0.59,"4,379","1,248",0.22,"349,520","71,050","45,539","33,387",0.32,0.42,0.21
0.6,"4,329","1,208",0.22,"353,849","66,721","46,747","32,179",0.33,0.41,0.20
0.61,"4,134","1,250",0.23,"357,983","62,587","47,997","30,929",0.33,0.39,0.19
0.62,"3,805","1,140",0.23,"361,788","58,782","49,137","29,789",0.34,0.38,0.18
0.63,"3,625","1,158",0.24,"365,413","55,157","50,295","28,631",0.34,0.36,0.17
0.64,"3,570","1,094",0.23,"368,983","51,587","51,389","27,537",0.35,0.35,0.16
0.65,"3,316","1,097",0.25,"372,299","48,271","52,486","26,440",0.35,0.33,0.15
0.66,"3,234","1,109",0.26,"375,533","45,037","53,595","25,331",0.36,0.32,0.14
0.67,"2,943",991,0.25,"378,476","42,094","54,586","24,340",0.37,0.31,0.13
0.68,"2,887","1,101",0.28,"381,363","39,207","55,687","23,239",0.37,0.29,0.13
0.69,"2,674",995,0.27,"384,037","36,533","56,682","22,244",0.38,0.28,0.12
0.7,"2,406",964,0.29,"386,443","34,127","57,646","21,280",0.38,0.27,0.11
0.71,"2,286",962,0.30,"388,729","31,841","58,608","20,318",0.39,0.26,0.10
0.72,"2,050",914,0.31,"390,779","29,791","59,522","19,404",0.39,0.25,0.10
0.73,"2,080",914,0.31,"392,859","27,711","60,436","18,490",0.40,0.23,0.09
0.74,"1,824",796,0.30,"394,683","25,887","61,232","17,694",0.41,0.22,0.09
0.75,"1,917",839,0.30,"396,600","23,970","62,071","16,855",0.41,0.21,0.08
0.76,"1,631",843,0.34,"398,231","22,339","62,914","16,012",0.42,0.20,0.08
0.77,"1,637",710,0.30,"399,868","20,702","63,624","15,302",0.43,0.19,0.07
0.78,"1,392",809,0.37,"401,260","19,310","64,433","14,493",0.43,0.18,0.07
0.79,"1,428",711,0.33,"402,688","17,882","65,144","13,782",0.44,0.17,0.06
0.8,"1,341",686,0.34,"404,029","16,541","65,830","13,096",0.44,0.17,0.06
0.81,"1,213",682,0.36,"405,242","15,328","66,512","12,414",0.45,0.16,0.06
0.82,"1,151",740,0.39,"406,393","14,177","67,252","11,674",0.45,0.15,0.05
0.83,"1,171",699,0.37,"407,564","13,006","67,951","10,975",0.46,0.14,0.05
0.84,"1,093",717,0.40,"408,657","11,913","68,668","10,258",0.46,0.13,0.04
0.85,"1,011",666,0.40,"409,668","10,902","69,334","9,592",0.47,0.12,0.04
0.86,987,667,0.40,"410,655","9,915","70,001","8,925",0.47,0.11,0.04
0.87,875,625,0.42,"411,530","9,040","70,626","8,300",0.48,0.11,0.03
0.88,914,598,0.40,"412,444","8,126","71,224","7,702",0.49,0.10,0.03
0.89,860,658,0.43,"413,304","7,266","71,882","7,044",0.49,0.09,0.03
0.9,856,654,0.43,"414,160","6,410","72,536","6,390",0.50,0.08,0.03
0.91,763,627,0.45,"414,923","5,647","73,163","5,763",0.51,0.07,0.02
0.92,706,615,0.47,"415,629","4,941","73,778","5,148",0.51,0.07,0.02
0.93,726,649,0.47,"416,355","4,215","74,427","4,499",0.52,0.06,0.02
0.94,648,642,0.50,"417,003","3,567","75,069","3,857",0.52,0.05,0.01
0.95,672,587,0.47,"417,675","2,895","75,656","3,270",0.53,0.04,0.01
0.96,547,571,0.51,"418,222","2,348","76,227","2,699",0.53,0.03,0.01
0.97,512,485,0.49,"418,734","1,836","76,712","2,214",0.55,0.03,0.01
0.98,412,463,0.53,"419,146","1,424","77,175","1,751",0.55,0.02,0.01
0.99,349,417,0.54,"419,495","1,075","77,592","1,334",0.55,0.02,0.00
1.0,"1,075","1,334",0.55,"420,570",0,"78,926",0,nan,0.00,0.00
