p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"180,245",0,"33,825",0.16,1.00,1.00
0.05,0,0,nan,0,"180,245",0,"33,825",0.16,1.00,1.00
0.1,0,0,nan,0,"180,245",0,"33,825",0.16,1.00,1.00
0.15,27,2,0.07,27,"180,218",2,"33,823",0.16,1.00,1.00
0.2,157,7,0.04,184,"180,061",9,"33,816",0.16,1.00,1.00
0.25,"2,848",127,0.04,"3,032","177,213",136,"33,689",0.16,1.00,0.99
0.3,"13,456",766,0.05,"16,488","163,757",902,"32,923",0.17,0.97,0.92
0.35,"18,216","1,339",0.07,"34,704","145,541","2,241","31,584",0.18,0.93,0.83
0.4,"29,716","3,416",0.10,"64,420","115,825","5,657","28,168",0.20,0.83,0.67
0.45,"50,651","8,323",0.14,"115,071","65,174","13,980","19,845",0.23,0.59,0.40
0.5,"33,421","7,928",0.19,"148,492","31,753","21,908","11,917",0.27,0.35,0.20
0.55,"23,195","7,705",0.25,"171,687","8,558","29,613","4,212",0.33,0.12,0.06
0.6,"7,696","3,695",0.32,"179,383",862,"33,308",517,0.37,0.02,0.01
0.65,834,493,0.37,"180,217",28,"33,801",24,0.46,0.00,0.00
0.7,27,24,0.47,"180,244",1,"33,825",0,0.00,0.00,0.00
0.75,1,0,0.00,"180,245",0,"33,825",0,nan,0.00,0.00
0.8,0,0,nan,"180,245",0,"33,825",0,nan,0.00,0.00
0.85,0,0,nan,"180,245",0,"33,825",0,nan,0.00,0.00
0.9,0,0,nan,"180,245",0,"33,825",0,nan,0.00,0.00
0.95,0,0,nan,"180,245",0,"33,825",0,nan,0.00,0.00
1.0,0,0,nan,"180,245",0,"33,825",0,nan,0.00,0.00
