p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,1,0,0.00,1,"420,569",0,"78,926",0.16,1.00,1.00
0.01,1,0,0.00,2,"420,568",0,"78,926",0.16,1.00,1.00
0.02,2,0,0.00,4,"420,566",0,"78,926",0.16,1.00,1.00
0.03,0,0,nan,4,"420,566",0,"78,926",0.16,1.00,1.00
0.04,2,0,0.00,6,"420,564",0,"78,926",0.16,1.00,1.00
0.05,11,0,0.00,17,"420,553",0,"78,926",0.16,1.00,1.00
0.06,14,1,0.07,31,"420,539",1,"78,925",0.16,1.00,1.00
0.07,22,0,0.00,53,"420,517",1,"78,925",0.16,1.00,1.00
0.08,42,1,0.02,95,"420,475",2,"78,924",0.16,1.00,1.00
0.09,64,0,0.00,159,"420,411",2,"78,924",0.16,1.00,1.00
0.1,78,0,0.00,237,"420,333",2,"78,924",0.16,1.00,1.00
0.11,131,1,0.01,368,"420,202",3,"78,923",0.16,1.00,1.00
0.12,185,0,0.00,553,"420,017",3,"78,923",0.16,1.00,1.00
0.13,260,4,0.02,813,"419,757",7,"78,919",0.16,1.00,1.00
0.14,352,5,0.01,"1,165","419,405",12,"78,914",0.16,1.00,1.00
0.15,541,5,0.01,"1,706","418,864",17,"78,909",0.16,1.00,1.00
0.16,718,10,0.01,"2,424","418,146",27,"78,899",0.16,1.00,1.00
0.17,878,11,0.01,"3,302","417,268",38,"78,888",0.16,1.00,0.99
0.18,"1,211",11,0.01,"4,513","416,057",49,"78,877",0.16,1.00,0.99
0.19,"1,468",17,0.01,"5,981","414,589",66,"78,860",0.16,1.00,0.99
0.2,"1,823",20,0.01,"7,804","412,766",86,"78,840",0.16,1.00,0.98
0.21,"2,174",47,0.02,"9,978","410,592",133,"78,793",0.16,1.00,0.98
0.22,"2,646",43,0.02,"12,624","407,946",176,"78,750",0.16,1.00,0.97
0.23,"3,288",68,0.02,"15,912","404,658",244,"78,682",0.16,1.00,0.97
0.24,"3,757",76,0.02,"19,669","400,901",320,"78,606",0.16,1.00,0.96
0.25,"4,366",114,0.03,"24,035","396,535",434,"78,492",0.17,0.99,0.95
0.26,"5,106",120,0.02,"29,141","391,429",554,"78,372",0.17,0.99,0.94
0.27,"5,921",160,0.03,"35,062","385,508",714,"78,212",0.17,0.99,0.93
0.28,"6,663",189,0.03,"41,725","378,845",903,"78,023",0.17,0.99,0.91
0.29,"7,480",262,0.03,"49,205","371,365","1,165","77,761",0.17,0.99,0.90
0.3,"8,193",302,0.04,"57,398","363,172","1,467","77,459",0.18,0.98,0.88
0.31,"8,951",336,0.04,"66,349","354,221","1,803","77,123",0.18,0.98,0.86
0.32,"9,760",431,0.04,"76,109","344,461","2,234","76,692",0.18,0.97,0.84
0.33,"10,530",528,0.05,"86,639","333,931","2,762","76,164",0.19,0.97,0.82
0.34,"11,298",565,0.05,"97,937","322,633","3,327","75,599",0.19,0.96,0.80
0.35,"12,005",717,0.06,"109,942","310,628","4,044","74,882",0.19,0.95,0.77
0.36,"12,822",840,0.06,"122,764","297,806","4,884","74,042",0.20,0.94,0.74
0.37,"13,473",878,0.06,"136,237","284,333","5,762","73,164",0.20,0.93,0.72
0.38,"14,074","1,045",0.07,"150,311","270,259","6,807","72,119",0.21,0.91,0.69
0.39,"14,400","1,216",0.08,"164,711","255,859","8,023","70,903",0.22,0.90,0.65
0.4,"14,866","1,378",0.08,"179,577","240,993","9,401","69,525",0.22,0.88,0.62
0.41,"15,021","1,556",0.09,"194,598","225,972","10,957","67,969",0.23,0.86,0.59
0.42,"14,857","1,695",0.10,"209,455","211,115","12,652","66,274",0.24,0.84,0.56
0.43,"14,821","1,879",0.11,"224,276","196,294","14,531","64,395",0.25,0.82,0.52
0.44,"14,588","1,977",0.12,"238,864","181,706","16,508","62,418",0.26,0.79,0.49
0.45,"14,314","2,128",0.13,"253,178","167,392","18,636","60,290",0.26,0.76,0.46
0.46,"13,800","2,175",0.14,"266,978","153,592","20,811","58,115",0.27,0.74,0.42
0.47,"13,598","2,307",0.15,"280,576","139,994","23,118","55,808",0.29,0.71,0.39
0.48,"13,054","2,488",0.16,"293,630","126,940","25,606","53,320",0.30,0.68,0.36
