p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,2,0,0.00,2,"420,568",0,"78,926",0.16,1.00,1.00
0.01,3,0,0.00,5,"420,565",0,"78,926",0.16,1.00,1.00
0.02,49,0,0.00,54,"420,516",0,"78,926",0.16,1.00,1.00
0.03,120,1,0.01,174,"420,396",1,"78,925",0.16,1.00,1.00
0.04,232,3,0.01,406,"420,164",4,"78,922",0.16,1.00,1.00
0.05,394,3,0.01,800,"419,770",7,"78,919",0.16,1.00,1.00
0.06,552,4,0.01,"1,352","419,218",11,"78,915",0.16,1.00,1.00
0.07,851,3,0.00,"2,203","418,367",14,"78,912",0.16,1.00,1.00
0.08,"1,046",12,0.01,"3,249","417,321",26,"78,900",0.16,1.00,0.99
0.09,"1,374",18,0.01,"4,623","415,947",44,"78,882",0.16,1.00,0.99
0.1,"1,670",30,0.02,"6,293","414,277",74,"78,852",0.16,1.00,0.99
0.11,"1,974",36,0.02,"8,267","412,303",110,"78,816",0.16,1.00,0.98
0.12,"2,267",29,0.01,"10,534","410,036",139,"78,787",0.16,1.00,0.98
0.13,"2,789",76,0.03,"13,323","407,247",215,"78,711",0.16,1.00,0.97
0.14,"3,124",63,0.02,"16,447","404,123",278,"78,648",0.16,1.00,0.97
0.15,"3,462",88,0.02,"19,909","400,661",366,"78,560",0.16,1.00,0.96
0.16,"3,835",101,0.03,"23,744","396,826",467,"78,459",0.17,0.99,0.95
0.17,"4,080",133,0.03,"27,824","392,746",600,"78,326",0.17,0.99,0.94
0.18,"4,456",158,0.03,"32,280","388,290",758,"78,168",0.17,0.99,0.93
0.19,"4,779",189,0.04,"37,059","383,511",947,"77,979",0.17,0.99,0.92
0.2,"4,911",201,0.04,"41,970","378,600","1,148","77,778",0.17,0.99,0.91
0.21,"5,446",227,0.04,"47,416","373,154","1,375","77,551",0.17,0.98,0.90
0.22,"5,849",271,0.04,"53,265","367,305","1,646","77,280",0.17,0.98,0.89
0.23,"5,873",245,0.04,"59,138","361,432","1,891","77,035",0.18,0.98,0.88
0.24,"6,238",344,0.05,"65,376","355,194","2,235","76,691",0.18,0.97,0.86
0.25,"6,736",380,0.05,"72,112","348,458","2,615","76,311",0.18,0.97,0.85
0.26,"6,853",406,0.06,"78,965","341,605","3,021","75,905",0.18,0.96,0.84
0.27,"7,062",447,0.06,"86,027","334,543","3,468","75,458",0.18,0.96,0.82
0.28,"7,168",437,0.06,"93,195","327,375","3,905","75,021",0.19,0.95,0.81
0.29,"7,654",543,0.07,"100,849","319,721","4,448","74,478",0.19,0.94,0.79
0.3,"7,689",577,0.07,"108,538","312,032","5,025","73,901",0.19,0.94,0.77
0.31,"8,182",596,0.07,"116,720","303,850","5,621","73,305",0.19,0.93,0.76
0.32,"8,286",649,0.07,"125,006","295,564","6,270","72,656",0.20,0.92,0.74
0.33,"8,399",749,0.08,"133,405","287,165","7,019","71,907",0.20,0.91,0.72
0.34,"8,408",698,0.08,"141,813","278,757","7,717","71,209",0.20,0.90,0.70
0.35,"8,496",807,0.09,"150,309","270,261","8,524","70,402",0.21,0.89,0.68
0.36,"8,538",873,0.09,"158,847","261,723","9,397","69,529",0.21,0.88,0.66
0.37,"8,519",877,0.09,"167,366","253,204","10,274","68,652",0.21,0.87,0.64
0.38,"8,548",903,0.10,"175,914","244,656","11,177","67,749",0.22,0.86,0.63
0.39,"8,589",965,0.10,"184,503","236,067","12,142","66,784",0.22,0.85,0.61
0.4,"8,707",995,0.10,"193,210","227,360","13,137","65,789",0.22,0.83,0.59
0.41,"8,591","1,031",0.11,"201,801","218,769","14,168","64,758",0.23,0.82,0.57
0.42,"8,461","1,098",0.11,"210,262","210,308","15,266","63,660",0.23,0.81,0.55
0.43,"8,505","1,202",0.12,"218,767","201,803","16,468","62,458",0.24,0.79,0.53
0.44,"8,587","1,199",0.12,"227,354","193,216","17,667","61,259",0.24,0.78,0.51
0.45,"8,411","1,211",0.13,"235,765","184,805","18,878","60,048",0.25,0.76,0.49
0.46,"8,427","1,192",0.12,"244,192","176,378","20,070","58,856",0.25,0.75,0.47
0.47,"8,263","1,259",0.13,"252,455","168,115","21,329","57,597",0.26,0.73,0.45
0.48,"8,002","1,279",0.14,"260,457","160,113","22,608","56,318",0.26,0.71,0.43
