p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"180,245",0,"33,825",5.33,0.16,1.00,1.00
0.01,226,1,226.00,226,"180,019",1,"33,824",5.32,0.16,1.00,1.00
0.02,654,2,327.00,880,"179,365",3,"33,822",5.30,0.16,1.00,1.00
0.03,"1,113",9,123.67,"1,993","178,252",12,"33,813",5.27,0.16,1.00,0.99
0.04,"1,626",17,95.65,"3,619","176,626",29,"33,796",5.23,0.16,1.00,0.98
0.05,"2,135",20,106.75,"5,754","174,491",49,"33,776",5.17,0.16,1.00,0.97
0.06,"2,635",32,82.34,"8,389","171,856",81,"33,744",5.09,0.16,1.00,0.96
0.07,"3,086",54,57.15,"11,475","168,770",135,"33,690",5.01,0.17,1.00,0.95
0.08,"3,596",72,49.94,"15,071","165,174",207,"33,618",4.91,0.17,0.99,0.93
0.09,"3,917",74,52.93,"18,988","161,257",281,"33,544",4.81,0.17,0.99,0.91
0.1,"4,228",108,39.15,"23,216","157,029",389,"33,436",4.70,0.18,0.99,0.89
0.11,"4,461",120,37.17,"27,677","152,568",509,"33,316",4.58,0.18,0.98,0.87
0.12,"4,624",166,27.86,"32,301","147,944",675,"33,150",4.46,0.18,0.98,0.85
0.13,"4,828",185,26.10,"37,129","143,116",860,"32,965",4.34,0.19,0.97,0.82
0.14,"5,027",220,22.85,"42,156","138,089","1,080","32,745",4.22,0.19,0.97,0.80
0.15,"5,060",261,19.39,"47,216","133,029","1,341","32,484",4.10,0.20,0.96,0.77
0.16,"5,257",303,17.35,"52,473","127,772","1,644","32,181",3.97,0.20,0.95,0.75
0.17,"5,267",300,17.56,"57,740","122,505","1,944","31,881",3.84,0.21,0.94,0.72
0.18,"5,414",372,14.55,"63,154","117,091","2,316","31,509",3.72,0.21,0.93,0.69
0.19,"5,271",426,12.37,"68,425","111,820","2,742","31,083",3.60,0.22,0.92,0.67
0.2,"5,438",466,11.67,"73,863","106,382","3,208","30,617",3.47,0.22,0.91,0.64
0.21,"5,291",472,11.21,"79,154","101,091","3,680","30,145",3.35,0.23,0.89,0.61
0.22,"5,186",481,10.78,"84,340","95,905","4,161","29,664",3.23,0.24,0.88,0.59
0.23,"5,215",531,9.82,"89,555","90,690","4,692","29,133",3.11,0.24,0.86,0.56
0.24,"5,111",602,8.49,"94,666","85,579","5,294","28,531",3.00,0.25,0.84,0.53
0.25,"4,971",637,7.80,"99,637","80,608","5,931","27,894",2.89,0.26,0.82,0.51
0.26,"4,754",589,8.07,"104,391","75,854","6,520","27,305",2.78,0.26,0.81,0.48
0.27,"4,787",640,7.48,"109,178","71,067","7,160","26,665",2.67,0.27,0.79,0.46
0.28,"4,788",621,7.71,"113,966","66,279","7,781","26,044",2.54,0.28,0.77,0.43
0.29,"4,458",711,6.27,"118,424","61,821","8,492","25,333",2.44,0.29,0.75,0.41
0.3,"4,335",755,5.74,"122,759","57,486","9,247","24,578",2.34,0.30,0.73,0.38
0.31,"3,979",768,5.18,"126,738","53,507","10,015","23,810",2.25,0.31,0.70,0.36
0.32,"3,938",801,4.92,"130,676","49,569","10,816","23,009",2.15,0.32,0.68,0.34
0.33,"3,717",815,4.56,"134,393","45,852","11,631","22,194",2.07,0.33,0.66,0.32
0.34,"3,597",816,4.41,"137,990","42,255","12,447","21,378",1.98,0.34,0.63,0.30
0.35,"3,459",834,4.15,"141,449","38,796","13,281","20,544",1.89,0.35,0.61,0.28
0.36,"3,240",860,3.77,"144,689","35,556","14,141","19,684",1.81,0.36,0.58,0.26
0.37,"3,075",839,3.67,"147,764","32,481","14,980","18,845",1.72,0.37,0.56,0.24
0.38,"2,922",895,3.26,"150,686","29,559","15,875","17,950",1.65,0.38,0.53,0.22
0.39,"2,711",846,3.20,"153,397","26,848","16,721","17,104",1.57,0.39,0.51,0.21
0.4,"2,650",819,3.24,"156,047","24,198","17,540","16,285",1.49,0.40,0.48,0.19
0.41,"2,334",817,2.86,"158,381","21,864","18,357","15,468",1.41,0.41,0.46,0.17
0.42,"2,244",813,2.76,"160,625","19,620","19,170","14,655",1.34,0.43,0.43,0.16
0.43,"2,111",808,2.61,"162,736","17,509","19,978","13,847",1.26,0.44,0.41,0.15
0.44,"1,903",785,2.42,"164,639","15,606","20,763","13,062",1.19,0.46,0.39,0.13
0.45,"1,785",779,2.29,"166,424","13,821","21,542","12,283",1.13,0.47,0.36,0.12
0.46,"1,556",809,1.92,"167,980","12,265","22,351","11,474",1.07,0.48,0.34,0.11
0.47,"1,446",699,2.07,"169,426","10,819","23,050","10,775",1.00,0.50,0.32,0.10
0.48,"1,264",730,1.73,"170,690","9,555","23,780","10,045",0.95,0.51,0.30,0.09
0.49,"1,198",695,1.72,"171,888","8,357","24,475","9,350",0.89,0.53,0.28,0.08
0.5,"1,025",665,1.54,"172,913","7,332","25,140","8,685",0.84,0.54,0.26,0.07
0.51,921,626,1.47,"173,834","6,411","25,766","8,059",0.80,0.56,0.24,0.07
0.52,881,557,1.58,"174,715","5,530","26,323","7,502",0.74,0.58,0.22,0.06
0.53,664,573,1.16,"175,379","4,866","26,896","6,929",0.70,0.59,0.20,0.06
0.54,694,566,1.23,"176,073","4,172","27,462","6,363",0.66,0.60,0.19,0.05
0.55,524,552,0.95,"176,597","3,648","28,014","5,811",0.63,0.61,0.17,0.04
0.56,463,434,1.07,"177,060","3,185","28,448","5,377",0.59,0.63,0.16,0.04
0.57,407,424,0.96,"177,467","2,778","28,872","4,953",0.56,0.64,0.15,0.04
0.58,339,405,0.84,"177,806","2,439","29,277","4,548",0.54,0.65,0.13,0.03
0.59,287,379,0.76,"178,093","2,152","29,656","4,169",0.52,0.66,0.12,0.03
0.6,281,354,0.79,"178,374","1,871","30,010","3,815",0.49,0.67,0.11,0.03
0.61,242,318,0.76,"178,616","1,629","30,328","3,497",0.47,0.68,0.10,0.02
