p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.01,3,0,inf,3,"420,567",0,"78,926",5.33,0.16,1.00,1.00
0.02,497,4,124.25,500,"420,070",4,"78,922",5.32,0.16,1.00,1.00
0.03,"2,726",31,87.94,"3,226","417,344",35,"78,891",5.29,0.16,1.00,0.99
0.04,"5,852",87,67.26,"9,078","411,492",122,"78,804",5.22,0.16,1.00,0.98
0.05,"8,691",187,46.48,"17,769","402,801",309,"78,617",5.12,0.16,1.00,0.96
0.06,"10,987",255,43.09,"28,756","391,814",564,"78,362",5.00,0.17,0.99,0.94
0.07,"12,780",364,35.11,"41,536","379,034",928,"77,998",4.86,0.17,0.99,0.91
0.08,"13,878",494,28.09,"55,414","365,156","1,422","77,504",4.71,0.18,0.98,0.89
0.09,"14,251",576,24.74,"69,665","350,905","1,998","76,928",4.56,0.18,0.97,0.86
0.1,"14,943",680,21.98,"84,608","335,962","2,678","76,248",4.41,0.18,0.97,0.83
0.11,"15,042",782,19.24,"99,650","320,920","3,460","75,466",4.25,0.19,0.96,0.79
0.12,"14,856",942,15.77,"114,506","306,064","4,402","74,524",4.11,0.20,0.94,0.76
0.13,"14,878",960,15.50,"129,384","291,186","5,362","73,564",3.96,0.20,0.93,0.73
0.14,"14,903","1,039",14.34,"144,287","276,283","6,401","72,525",3.81,0.21,0.92,0.70
0.15,"14,107","1,163",12.13,"158,394","262,176","7,564","71,362",3.67,0.21,0.90,0.67
0.16,"13,999","1,177",11.89,"172,393","248,177","8,741","70,185",3.54,0.22,0.89,0.64
0.17,"13,405","1,345",9.97,"185,798","234,772","10,086","68,840",3.41,0.23,0.87,0.61
0.18,"13,015","1,350",9.64,"198,813","221,757","11,436","67,490",3.29,0.23,0.86,0.58
0.19,"12,207","1,446",8.44,"211,020","209,550","12,882","66,044",3.17,0.24,0.84,0.55
0.2,"11,956","1,510",7.92,"222,976","197,594","14,392","64,534",3.06,0.25,0.82,0.52
0.21,"11,244","1,470",7.65,"234,220","186,350","15,862","63,064",2.95,0.25,0.80,0.50
0.22,"10,683","1,490",7.17,"244,903","175,667","17,352","61,574",2.85,0.26,0.78,0.47
0.23,"10,058","1,585",6.35,"254,961","165,609","18,937","59,989",2.76,0.27,0.76,0.45
0.24,"9,611","1,515",6.34,"264,572","155,998","20,452","58,474",2.67,0.27,0.74,0.43
0.25,"9,224","1,529",6.03,"273,796","146,774","21,981","56,945",2.58,0.28,0.72,0.41
0.26,"8,807","1,546",5.70,"282,603","137,967","23,527","55,399",2.49,0.29,0.70,0.39
0.27,"8,405","1,520",5.53,"291,008","129,562","25,047","53,879",2.40,0.29,0.68,0.37
0.28,"7,781","1,601",4.86,"298,789","121,781","26,648","52,278",2.33,0.30,0.66,0.35
0.29,"7,336","1,560",4.70,"306,125","114,445","28,208","50,718",2.26,0.31,0.64,0.33
0.3,"6,932","1,556",4.46,"313,057","107,513","29,764","49,162",2.19,0.31,0.62,0.31
0.31,"6,563","1,570",4.18,"319,620","100,950","31,334","47,592",2.12,0.32,0.60,0.30
0.32,"6,182","1,443",4.28,"325,802","94,768","32,777","46,149",2.05,0.33,0.58,0.28
0.33,"5,855","1,554",3.77,"331,657","88,913","34,331","44,595",1.99,0.33,0.57,0.27
0.34,"5,558","1,478",3.76,"337,215","83,355","35,809","43,117",1.93,0.34,0.55,0.25
0.35,"5,264","1,457",3.61,"342,479","78,091","37,266","41,660",1.87,0.35,0.53,0.24
0.36,"4,844","1,426",3.40,"347,323","73,247","38,692","40,234",1.82,0.35,0.51,0.23
0.37,"4,586","1,499",3.06,"351,909","68,661","40,191","38,735",1.77,0.36,0.49,0.22
0.38,"4,323","1,422",3.04,"356,232","64,338","41,613","37,313",1.72,0.37,0.47,0.20
0.39,"4,153","1,321",3.14,"360,385","60,185","42,934","35,992",1.67,0.37,0.46,0.19
0.4,"3,841","1,331",2.89,"364,226","56,344","44,265","34,661",1.63,0.38,0.44,0.18
0.41,"3,623","1,288",2.81,"367,849","52,721","45,553","33,373",1.58,0.39,0.42,0.17
0.42,"3,460","1,320",2.62,"371,309","49,261","46,873","32,053",1.54,0.39,0.41,0.16
0.43,"3,252","1,266",2.57,"374,561","46,009","48,139","30,787",1.49,0.40,0.39,0.15
0.44,"3,050","1,286",2.37,"377,611","42,959","49,425","29,501",1.46,0.41,0.37,0.15
0.45,"2,912","1,145",2.54,"380,523","40,047","50,570","28,356",1.41,0.41,0.36,0.14
0.46,"2,666","1,142",2.33,"383,189","37,381","51,712","27,214",1.37,0.42,0.34,0.13
0.47,"2,632","1,149",2.29,"385,821","34,749","52,861","26,065",1.33,0.43,0.33,0.12
0.48,"2,408","1,124",2.14,"388,229","32,341","53,985","24,941",1.30,0.44,0.32,0.11
0.49,"2,126","1,058",2.01,"390,355","30,215","55,043","23,883",1.27,0.44,0.30,0.11
0.5,"2,095","1,097",1.91,"392,450","28,120","56,140","22,786",1.23,0.45,0.29,0.10
0.51,"1,994","1,002",1.99,"394,444","26,126","57,142","21,784",1.20,0.45,0.28,0.10
0.52,"1,882",974,1.93,"396,326","24,244","58,116","20,810",1.17,0.46,0.26,0.09
0.53,"1,713","1,013",1.69,"398,039","22,531","59,129","19,797",1.14,0.47,0.25,0.08
0.54,"1,623",945,1.72,"399,662","20,908","60,074","18,852",1.11,0.47,0.24,0.08
0.55,"1,489",907,1.64,"401,151","19,419","60,981","17,945",1.08,0.48,0.23,0.07
0.56,"1,451",968,1.50,"402,602","17,968","61,949","16,977",1.06,0.49,0.22,0.07
0.57,"1,355",911,1.49,"403,957","16,613","62,860","16,066",1.03,0.49,0.20,0.07
0.58,"1,338",885,1.51,"405,295","15,275","63,745","15,181",1.01,0.50,0.19,0.06
0.59,"1,201",891,1.35,"406,496","14,074","64,636","14,290",0.98,0.50,0.18,0.06
0.6,"1,078",857,1.26,"407,574","12,996","65,493","13,433",0.97,0.51,0.17,0.05
0.61,"1,042",772,1.35,"408,616","11,954","66,265","12,661",0.94,0.51,0.16,0.05
0.62,"1,017",750,1.36,"409,633","10,937","67,015","11,911",0.92,0.52,0.15,0.05
0.63,916,807,1.14,"410,549","10,021","67,822","11,104",0.90,0.53,0.14,0.04
0.64,878,702,1.25,"411,427","9,143","68,524","10,402",0.88,0.53,0.13,0.04
0.65,809,686,1.18,"412,236","8,334","69,210","9,716",0.86,0.54,0.12,0.04
0.66,754,662,1.14,"412,990","7,580","69,872","9,054",0.84,0.54,0.11,0.03
0.67,702,664,1.06,"413,692","6,878","70,536","8,390",0.82,0.55,0.11,0.03
0.68,679,581,1.17,"414,371","6,199","71,117","7,809",0.79,0.56,0.10,0.03
0.69,592,551,1.07,"414,963","5,607","71,668","7,258",0.77,0.56,0.09,0.03
0.7,563,552,1.02,"415,526","5,044","72,220","6,706",0.75,0.57,0.08,0.02
0.71,509,528,0.96,"416,035","4,535","72,748","6,178",0.73,0.58,0.08,0.02
0.72,508,505,1.01,"416,543","4,027","73,253","5,673",0.71,0.58,0.07,0.02
0.73,448,445,1.01,"416,991","3,579","73,698","5,228",0.68,0.59,0.07,0.02
0.74,390,468,0.83,"417,381","3,189","74,166","4,760",0.67,0.60,0.06,0.02
0.75,384,411,0.93,"417,765","2,805","74,577","4,349",0.64,0.61,0.06,0.01
0.76,331,439,0.75,"418,096","2,474","75,016","3,910",0.63,0.61,0.05,0.01
0.77,349,345,1.01,"418,445","2,125","75,361","3,565",0.60,0.63,0.05,0.01
0.78,273,354,0.77,"418,718","1,852","75,715","3,211",0.58,0.63,0.04,0.01
0.79,264,339,0.78,"418,982","1,588","76,054","2,872",0.55,0.64,0.04,0.01
0.8,214,301,0.71,"419,196","1,374","76,355","2,571",0.53,0.65,0.03,0.01
0.81,190,289,0.66,"419,386","1,184","76,644","2,282",0.52,0.66,0.03,0.01
0.82,184,294,0.63,"419,570","1,000","76,938","1,988",0.50,0.67,0.03,0.01
0.83,179,233,0.77,"419,749",821,"77,171","1,755",0.47,0.68,0.02,0.01
0.84,139,235,0.59,"419,888",682,"77,406","1,520",0.45,0.69,0.02,0.00
0.85,117,224,0.52,"420,005",565,"77,630","1,296",0.44,0.70,0.02,0.00
0.86,119,219,0.54,"420,124",446,"77,849","1,077",0.41,0.71,0.01,0.00
0.87,111,189,0.59,"420,235",335,"78,038",888,0.38,0.73,0.01,0.00
0.88,89,189,0.47,"420,324",246,"78,227",699,0.35,0.74,0.01,0.00
0.89,74,178,0.42,"420,398",172,"78,405",521,0.33,0.75,0.01,0.00
0.9,54,147,0.37,"420,452",118,"78,552",374,0.32,0.76,0.00,0.00
0.91,42,123,0.34,"420,494",76,"78,675",251,0.30,0.77,0.00,0.00
0.92,38,90,0.42,"420,532",38,"78,765",161,0.24,0.81,0.00,0.00
0.93,22,86,0.26,"420,554",16,"78,851",75,0.21,0.82,0.00,0.00
0.94,10,47,0.21,"420,564",6,"78,898",28,0.21,0.82,0.00,0.00
0.95,3,18,0.17,"420,567",3,"78,916",10,0.30,0.77,0.00,0.00
0.96,3,8,0.38,"420,570",0,"78,924",2,0.00,1.00,0.00,0.00
0.97,0,2,0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.98,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
0.99,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,nan,0.00,0.00
