p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,3,0,0.00,3,"420,567",0,"78,926",0.16,1.00,1.00
0.1,76,0,0.00,79,"420,491",0,"78,926",0.16,1.00,1.00
0.2,"1,800",34,0.02,"1,879","418,691",34,"78,892",0.16,1.00,1.00
0.3,"20,773",863,0.04,"22,652","397,918",897,"78,029",0.16,0.99,0.95
0.4,"47,062","3,006",0.06,"69,714","350,856","3,903","75,023",0.18,0.95,0.85
0.5,"72,755","7,633",0.09,"142,469","278,101","11,536","67,390",0.20,0.85,0.69
0.6,"134,247","21,573",0.14,"276,716","143,854","33,109","45,817",0.24,0.58,0.38
0.7,"86,094","21,566",0.20,"362,810","57,760","54,675","24,251",0.30,0.31,0.16
0.8,"49,708","19,140",0.28,"412,518","8,052","73,815","5,111",0.39,0.06,0.03
0.9,"7,715","4,836",0.39,"420,233",337,"78,651",275,0.45,0.00,0.00
1.0,337,275,0.45,"420,570",0,"78,926",0,nan,0.00,0.00
