p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,1,0,0.00,1,"420,569",0,"78,926",0.16,1.00,1.00
0.1,250,6,0.02,251,"420,319",6,"78,920",0.16,1.00,1.00
0.2,"10,449",330,0.03,"10,700","409,870",336,"78,590",0.16,1.00,0.98
0.3,"60,020","3,302",0.05,"70,720","349,850","3,638","75,288",0.18,0.95,0.85
0.4,"118,407","11,664",0.09,"189,127","231,443","15,302","63,624",0.22,0.81,0.59
0.5,"136,635","24,206",0.15,"325,762","94,808","39,508","39,418",0.29,0.50,0.27
0.6,"67,171","20,963",0.24,"392,933","27,637","60,471","18,455",0.40,0.23,0.09
0.7,"19,502","10,739",0.36,"412,435","8,135","71,210","7,716",0.49,0.10,0.03
0.8,"6,890","6,167",0.47,"419,325","1,245","77,377","1,549",0.55,0.02,0.01
0.9,"1,201","1,490",0.55,"420,526",44,"78,867",59,0.57,0.00,0.00
1.0,44,59,0.57,"420,570",0,"78,926",0,nan,0.00,0.00
