p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"180,245",0,"33,825",0.16,1.00,1.00
0.05,"1,265",6,0.00,"1,265","178,980",6,"33,819",0.16,1.00,0.99
0.1,"4,883",54,0.01,"6,148","174,097",60,"33,765",0.16,1.00,0.97
0.15,"8,986",162,0.02,"15,134","165,111",222,"33,603",0.17,0.99,0.93
0.2,"12,078",306,0.02,"27,212","153,033",528,"33,297",0.18,0.98,0.87
0.25,"15,235",597,0.04,"42,447","137,798","1,125","32,700",0.19,0.97,0.80
0.3,"16,774",922,0.05,"59,221","121,024","2,047","31,778",0.21,0.94,0.71
0.35,"17,793","1,380",0.07,"77,014","103,231","3,427","30,398",0.23,0.90,0.62
0.4,"18,102","1,885",0.09,"95,116","85,129","5,312","28,513",0.25,0.84,0.53
0.45,"17,543","2,254",0.11,"112,659","67,586","7,566","26,259",0.28,0.78,0.44
0.5,"16,031","2,786",0.15,"128,690","51,555","10,352","23,473",0.31,0.69,0.35
0.55,"14,278","3,297",0.19,"142,968","37,277","13,649","20,176",0.35,0.60,0.27
0.6,"12,133","3,419",0.22,"155,101","25,144","17,068","16,757",0.40,0.50,0.20
0.65,"9,461","3,671",0.28,"164,562","15,683","20,739","13,086",0.45,0.39,0.13
0.7,"6,705","3,452",0.34,"171,267","8,978","24,191","9,634",0.52,0.28,0.09
0.75,"4,411","3,030",0.41,"175,678","4,567","27,221","6,604",0.59,0.20,0.05
0.8,"2,579","2,697",0.51,"178,257","1,988","29,918","3,907",0.66,0.12,0.03
0.85,"1,305","1,989",0.60,"179,562",683,"31,907","1,918",0.74,0.06,0.01
0.9,551,"1,425",0.72,"180,113",132,"33,332",493,0.79,0.01,0.00
0.95,129,478,0.79,"180,242",3,"33,810",15,0.83,0.00,0.00
1.0,3,15,0.83,"180,245",0,"33,825",0,nan,0.00,0.00
