p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"5,192",0,0.00,"5,192","415,378",0,"78,926",0.16,1.00,0.99
0.01,"1,729",0,0.00,"6,921","413,649",0,"78,926",0.16,1.00,0.99
0.02,"2,214",0,0.00,"9,135","411,435",0,"78,926",0.16,1.00,0.98
0.03,"2,362",0,0.00,"11,497","409,073",0,"78,926",0.16,1.00,0.98
0.04,"2,981",0,0.00,"14,478","406,092",0,"78,926",0.16,1.00,0.97
0.05,"3,274",0,0.00,"17,752","402,818",0,"78,926",0.16,1.00,0.96
0.06,"3,416",0,0.00,"21,168","399,402",0,"78,926",0.17,1.00,0.96
0.07,"4,004",0,0.00,"25,172","395,398",0,"78,926",0.17,1.00,0.95
0.08,"4,343",0,0.00,"29,515","391,055",0,"78,926",0.17,1.00,0.94
0.09,"4,722",0,0.00,"34,237","386,333",0,"78,926",0.17,1.00,0.93
0.1,"5,244",0,0.00,"39,481","381,089",0,"78,926",0.17,1.00,0.92
0.11,"5,616",0,0.00,"45,097","375,473",0,"78,926",0.17,1.00,0.91
0.12,"3,486",0,0.00,"48,583","371,987",0,"78,926",0.18,1.00,0.90
0.13,"6,216",0,0.00,"54,799","365,771",0,"78,926",0.18,1.00,0.89
0.14,"6,695",0,0.00,"61,494","359,076",0,"78,926",0.18,1.00,0.88
0.15,"7,202",0,0.00,"68,696","351,874",0,"78,926",0.18,1.00,0.86
0.16,"7,164",0,0.00,"75,860","344,710",0,"78,926",0.19,1.00,0.85
0.17,"7,618",0,0.00,"83,478","337,092",0,"78,926",0.19,1.00,0.83
0.18,"8,147",1,0.00,"91,625","328,945",1,"78,925",0.19,1.00,0.82
0.19,"7,870",0,0.00,"99,495","321,075",1,"78,925",0.20,1.00,0.80
0.2,"8,256",0,0.00,"107,751","312,819",1,"78,925",0.20,1.00,0.78
0.21,"8,736",2,0.00,"116,487","304,083",3,"78,923",0.21,1.00,0.77
0.22,"7,993",0,0.00,"124,480","296,090",3,"78,923",0.21,1.00,0.75
0.23,"9,117",2,0.00,"133,597","286,973",5,"78,921",0.22,1.00,0.73
0.24,"9,108",2,0.00,"142,705","277,865",7,"78,919",0.22,1.00,0.71
0.25,"8,500",0,0.00,"151,205","269,365",7,"78,919",0.23,1.00,0.70
0.26,"9,372",1,0.00,"160,577","259,993",8,"78,918",0.23,1.00,0.68
0.27,"9,168",0,0.00,"169,745","250,825",8,"78,918",0.24,1.00,0.66
0.28,"9,132",2,0.00,"178,877","241,693",10,"78,916",0.25,1.00,0.64
0.29,"9,413",2,0.00,"188,290","232,280",12,"78,914",0.25,1.00,0.62
0.3,"9,293",7,0.00,"197,583","222,987",19,"78,907",0.26,1.00,0.60
0.31,"9,297",1,0.00,"206,880","213,690",20,"78,906",0.27,1.00,0.59
0.32,"6,038",4,0.00,"212,918","207,652",24,"78,902",0.28,1.00,0.57
0.33,"9,178",0,0.00,"222,096","198,474",24,"78,902",0.28,1.00,0.56
0.34,"9,047",3,0.00,"231,143","189,427",27,"78,899",0.29,1.00,0.54
0.35,"8,426",4,0.00,"239,569","181,001",31,"78,895",0.30,1.00,0.52
0.36,"8,332",6,0.00,"247,901","172,669",37,"78,889",0.31,1.00,0.50
0.37,"8,595",14,0.00,"256,496","164,074",51,"78,875",0.32,1.00,0.49
0.38,"7,764",7,0.00,"264,260","156,310",58,"78,868",0.34,1.00,0.47
0.39,"8,027",11,0.00,"272,287","148,283",69,"78,857",0.35,1.00,0.45
0.4,"7,861",21,0.00,"280,148","140,422",90,"78,836",0.36,1.00,0.44
0.41,"6,559",11,0.00,"286,707","133,863",101,"78,825",0.37,1.00,0.43
0.42,"7,559",22,0.00,"294,266","126,304",123,"78,803",0.38,1.00,0.41
0.43,"7,018",16,0.00,"301,284","119,286",139,"78,787",0.40,1.00,0.40
0.44,"6,362",26,0.00,"307,646","112,924",165,"78,761",0.41,1.00,0.38
0.45,"6,744",32,0.00,"314,390","106,180",197,"78,729",0.43,1.00,0.37
0.46,"6,328",31,0.00,"320,718","99,852",228,"78,698",0.44,1.00,0.36
0.47,"5,947",31,0.01,"326,665","93,905",259,"78,667",0.46,1.00,0.35
0.48,"5,693",53,0.01,"332,358","88,212",312,"78,614",0.47,1.00,0.33
0.49,"5,344",44,0.01,"337,702","82,868",356,"78,570",0.49,1.00,0.32
0.5,"5,165",52,0.01,"342,867","77,703",408,"78,518",0.50,0.99,0.31
0.51,"3,297",67,0.02,"346,164","74,406",475,"78,451",0.51,0.99,0.31
0.52,"4,829",87,0.02,"350,993","69,577",562,"78,364",0.53,0.99,0.30
0.53,"4,481",65,0.01,"355,474","65,096",627,"78,299",0.55,0.99,0.29
0.54,"4,245",98,0.02,"359,719","60,851",725,"78,201",0.56,0.99,0.28
0.55,"3,949",121,0.03,"363,668","56,902",846,"78,080",0.58,0.99,0.27
0.56,"3,831",136,0.03,"367,499","53,071",982,"77,944",0.59,0.99,0.26
0.57,"3,577",182,0.05,"371,076","49,494","1,164","77,762",0.61,0.99,0.25
0.58,"3,420",203,0.06,"374,496","46,074","1,367","77,559",0.63,0.98,0.25
0.59,"3,258",227,0.07,"377,754","42,816","1,594","77,332",0.64,0.98,0.24
0.6,"2,800",258,0.08,"380,554","40,016","1,852","77,074",0.66,0.98,0.23
0.61,"2,995",332,0.10,"383,549","37,021","2,184","76,742",0.67,0.97,0.23
0.62,"2,743",386,0.12,"386,292","34,278","2,570","76,356",0.69,0.97,0.22
0.63,"2,434",441,0.15,"388,726","31,844","3,011","75,915",0.70,0.96,0.22
0.64,"2,620",520,0.17,"391,346","29,224","3,531","75,395",0.72,0.96,0.21
0.65,"2,422",644,0.21,"393,768","26,802","4,175","74,751",0.74,0.95,0.20
0.66,"2,271",762,0.25,"396,039","24,531","4,937","73,989",0.75,0.94,0.20
0.67,"2,249",886,0.28,"398,288","22,282","5,823","73,103",0.77,0.93,0.19
0.68,"2,076",982,0.32,"400,364","20,206","6,805","72,121",0.78,0.91,0.18
0.69,"1,309",714,0.35,"401,673","18,897","7,519","71,407",0.79,0.90,0.18
0.7,"1,860","1,152",0.38,"403,533","17,037","8,671","70,255",0.80,0.89,0.17
0.71,"1,888","1,447",0.43,"405,421","15,149","10,118","68,808",0.82,0.87,0.17
0.72,"1,685","1,517",0.47,"407,106","13,464","11,635","67,291",0.83,0.85,0.16
0.73,"1,540","1,738",0.53,"408,646","11,924","13,373","65,553",0.85,0.83,0.16
0.74,"1,436","1,871",0.57,"410,082","10,488","15,244","63,682",0.86,0.81,0.15
0.75,"1,381","2,081",0.60,"411,463","9,107","17,325","61,601",0.87,0.78,0.14
0.76,"1,168","2,110",0.64,"412,631","7,939","19,435","59,491",0.88,0.75,0.13
0.77,"1,050","2,352",0.69,"413,681","6,889","21,787","57,139",0.89,0.72,0.13
0.78,"1,003","2,633",0.72,"414,684","5,886","24,420","54,506",0.90,0.69,0.12
0.79,931,"2,487",0.73,"415,615","4,955","26,907","52,019",0.91,0.66,0.11
0.8,781,"2,858",0.79,"416,396","4,174","29,765","49,161",0.92,0.62,0.11
0.81,678,"2,930",0.81,"417,074","3,496","32,695","46,231",0.93,0.59,0.10
0.82,567,"2,885",0.84,"417,641","2,929","35,580","43,346",0.94,0.55,0.09
0.83,557,"3,137",0.85,"418,198","2,372","38,717","40,209",0.94,0.51,0.09
0.84,419,"3,045",0.88,"418,617","1,953","41,762","37,164",0.95,0.47,0.08
0.85,393,"3,097",0.89,"419,010","1,560","44,859","34,067",0.96,0.43,0.07
0.86,332,"3,194",0.91,"419,342","1,228","48,053","30,873",0.96,0.39,0.06
0.87,255,"3,132",0.92,"419,597",973,"51,185","27,741",0.97,0.35,0.06
0.88,249,"1,348",0.84,"419,846",724,"52,533","26,393",0.97,0.33,0.05
0.89,190,"3,133",0.94,"420,036",534,"55,666","23,260",0.98,0.29,0.05
0.9,144,"3,053",0.95,"420,180",390,"58,719","20,207",0.98,0.26,0.04
0.91,119,"2,967",0.96,"420,299",271,"61,686","17,240",0.98,0.22,0.04
0.92,97,"3,034",0.97,"420,396",174,"64,720","14,206",0.99,0.18,0.03
0.93,82,"2,740",0.97,"420,478",92,"67,460","11,466",0.99,0.15,0.02
0.94,39,"2,594",0.99,"420,517",53,"70,054","8,872",0.99,0.11,0.02
0.95,28,"2,224",0.99,"420,545",25,"72,278","6,648",1.00,0.08,0.01
0.96,14,"2,086",0.99,"420,559",11,"74,364","4,562",1.00,0.06,0.01
0.97,7,"1,820",1.00,"420,566",4,"76,184","2,742",1.00,0.03,0.01
0.98,4,"1,307",1.00,"420,570",0,"77,491","1,435",1.00,0.02,0.00
0.99,0,905,1.00,"420,570",0,"78,396",530,1.00,0.01,0.00
1.0,0,530,1.00,"420,570",0,"78,926",0,nan,0.00,0.00
