p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.01,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.02,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.03,"21,238",0,0.00,"21,238","399,332",0,"78,926",0.17,1.00,0.96
0.04,343,0,0.00,"21,581","398,989",0,"78,926",0.17,1.00,0.96
0.05,"1,117",1,0.00,"22,698","397,872",1,"78,925",0.17,1.00,0.95
0.06,"1,749",5,0.00,"24,447","396,123",6,"78,920",0.17,1.00,0.95
0.07,"1,187",5,0.00,"25,634","394,936",11,"78,915",0.17,1.00,0.95
0.08,"2,808",12,0.00,"28,442","392,128",23,"78,903",0.17,1.00,0.94
0.09,"1,637",15,0.01,"30,079","390,491",38,"78,888",0.17,1.00,0.94
0.1,"2,852",20,0.01,"32,931","387,639",58,"78,868",0.17,1.00,0.93
0.11,"2,334",29,0.01,"35,265","385,305",87,"78,839",0.17,1.00,0.93
0.12,"1,894",32,0.02,"37,159","383,411",119,"78,807",0.17,1.00,0.93
0.13,"7,310",38,0.01,"44,469","376,101",157,"78,769",0.17,1.00,0.91
0.14,"2,611",57,0.02,"47,080","373,490",214,"78,712",0.17,1.00,0.91
0.15,"2,778",65,0.02,"49,858","370,712",279,"78,647",0.18,1.00,0.90
0.16,"3,076",70,0.02,"52,934","367,636",349,"78,577",0.18,1.00,0.89
0.17,"3,821",113,0.03,"56,755","363,815",462,"78,464",0.18,0.99,0.89
0.18,"3,711",91,0.02,"60,466","360,104",553,"78,373",0.18,0.99,0.88
0.19,"4,186",124,0.03,"64,652","355,918",677,"78,249",0.18,0.99,0.87
0.2,"4,513",160,0.03,"69,165","351,405",837,"78,089",0.18,0.99,0.86
0.21,"5,511",223,0.04,"74,676","345,894","1,060","77,866",0.18,0.99,0.85
0.22,"5,324",238,0.04,"80,000","340,570","1,298","77,628",0.19,0.98,0.84
0.23,"7,692",232,0.03,"87,692","332,878","1,530","77,396",0.19,0.98,0.82
0.24,"4,352",209,0.05,"92,044","328,526","1,739","77,187",0.19,0.98,0.81
0.25,"4,274",214,0.05,"96,318","324,252","1,953","76,973",0.19,0.98,0.80
0.26,"4,021",216,0.05,"100,339","320,231","2,169","76,757",0.19,0.97,0.79
0.27,"6,281",373,0.06,"106,620","313,950","2,542","76,384",0.20,0.97,0.78
0.28,"6,062",342,0.05,"112,682","307,888","2,884","76,042",0.20,0.96,0.77
0.29,"6,641",419,0.06,"119,323","301,247","3,303","75,623",0.20,0.96,0.75
0.3,"6,248",434,0.06,"125,571","294,999","3,737","75,189",0.20,0.95,0.74
0.31,"5,458",392,0.07,"131,029","289,541","4,129","74,797",0.21,0.95,0.73
0.32,"7,054",452,0.06,"138,083","282,487","4,581","74,345",0.21,0.94,0.71
0.33,"6,654",566,0.08,"144,737","275,833","5,147","73,779",0.21,0.93,0.70
0.34,"6,625",578,0.08,"151,362","269,208","5,725","73,201",0.21,0.93,0.69
0.35,"5,745",529,0.08,"157,107","263,463","6,254","72,672",0.22,0.92,0.67
0.36,"5,484",520,0.09,"162,591","257,979","6,774","72,152",0.22,0.91,0.66
0.37,"7,071",665,0.09,"169,662","250,908","7,439","71,487",0.22,0.91,0.65
0.38,"6,153",629,0.09,"175,815","244,755","8,068","70,858",0.22,0.90,0.63
0.39,"6,532",717,0.10,"182,347","238,223","8,785","70,141",0.23,0.89,0.62
0.4,"7,126",816,0.10,"189,473","231,097","9,601","69,325",0.23,0.88,0.60
0.41,"6,804",803,0.11,"196,277","224,293","10,404","68,522",0.23,0.87,0.59
0.42,"7,098",821,0.10,"203,375","217,195","11,225","67,701",0.24,0.86,0.57
0.43,"6,966",895,0.11,"210,341","210,229","12,120","66,806",0.24,0.85,0.55
0.44,"6,753",906,0.12,"217,094","203,476","13,026","65,900",0.24,0.83,0.54
0.45,"8,669","1,217",0.12,"225,763","194,807","14,243","64,683",0.25,0.82,0.52
0.46,"6,639",981,0.13,"232,402","188,168","15,224","63,702",0.25,0.81,0.50
0.47,"7,963","1,234",0.13,"240,365","180,205","16,458","62,468",0.26,0.79,0.49
0.48,"5,519",896,0.14,"245,884","174,686","17,354","61,572",0.26,0.78,0.47
0.49,"8,094","1,324",0.14,"253,978","166,592","18,678","60,248",0.27,0.76,0.45
0.5,"9,281","1,568",0.14,"263,259","157,311","20,246","58,680",0.27,0.74,0.43
0.51,"7,552","1,355",0.15,"270,811","149,759","21,601","57,325",0.28,0.73,0.41
0.52,"7,750","1,411",0.15,"278,561","142,009","23,012","55,914",0.28,0.71,0.40
0.53,"7,999","1,530",0.16,"286,560","134,010","24,542","54,384",0.29,0.69,0.38
0.54,"8,263","1,701",0.17,"294,823","125,747","26,243","52,683",0.30,0.67,0.36
0.55,"6,512","1,397",0.18,"301,335","119,235","27,640","51,286",0.30,0.65,0.34
0.56,"6,810","1,480",0.18,"308,145","112,425","29,120","49,806",0.31,0.63,0.32
0.57,"6,708","1,570",0.19,"314,853","105,717","30,690","48,236",0.31,0.61,0.31
0.58,"6,103","1,469",0.19,"320,956","99,614","32,159","46,767",0.32,0.59,0.29
0.59,"6,754","1,707",0.20,"327,710","92,860","33,866","45,060",0.33,0.57,0.28
0.6,"6,460","1,655",0.20,"334,170","86,400","35,521","43,405",0.33,0.55,0.26
0.61,"5,462","1,477",0.21,"339,632","80,938","36,998","41,928",0.34,0.53,0.25
0.62,"6,087","1,712",0.22,"345,719","74,851","38,710","40,216",0.35,0.51,0.23
0.63,"4,808","1,408",0.23,"350,527","70,043","40,118","38,808",0.36,0.49,0.22
0.64,"4,796","1,457",0.23,"355,323","65,247","41,575","37,351",0.36,0.47,0.21
0.65,"4,599","1,470",0.24,"359,922","60,648","43,045","35,881",0.37,0.45,0.19
0.66,"4,907","1,619",0.25,"364,829","55,741","44,664","34,262",0.38,0.43,0.18
