p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"402,719",0,"78,926",5.10,0.16,1.00,1.00
0.05,179,0,inf,179,"402,540",0,"78,926",5.10,0.16,1.00,1.00
0.1,708,1,708.00,887,"401,832",1,"78,925",5.09,0.16,1.00,1.00
0.15,"2,260",1,2260.00,"3,147","399,572",2,"78,924",5.06,0.16,1.00,0.99
0.2,"6,899",12,574.92,"10,046","392,673",14,"78,912",4.98,0.17,1.00,0.98
0.25,"17,045",109,156.38,"27,091","375,628",123,"78,803",4.77,0.17,1.00,0.94
0.3,"32,084",465,69.00,"59,175","343,544",588,"78,338",4.39,0.19,0.99,0.88
0.35,"49,601","1,489",33.31,"108,776","293,943","2,077","76,849",3.82,0.21,0.97,0.77
0.4,"64,487","3,722",17.33,"173,263","229,456","5,799","73,127",3.14,0.24,0.93,0.63
0.45,"70,835","7,222",9.81,"244,098","158,621","13,021","65,905",2.41,0.29,0.84,0.47
0.5,"63,744","11,437",5.57,"307,842","94,877","24,458","54,468",1.74,0.36,0.69,0.31
0.55,"47,189","14,595",3.23,"355,031","47,688","39,053","39,873",1.20,0.46,0.51,0.18
0.6,"28,163","14,304",1.97,"383,194","19,525","53,357","25,569",0.76,0.57,0.32,0.09
0.65,"12,758","11,054",1.15,"395,952","6,767","64,411","14,515",0.47,0.68,0.18,0.04
0.7,"4,646","7,220",0.64,"400,598","2,121","71,631","7,295",0.29,0.77,0.09,0.02
0.75,"1,565","4,447",0.35,"402,163",556,"76,078","2,848",0.20,0.84,0.04,0.01
0.8,501,"2,367",0.21,"402,664",55,"78,445",481,0.11,0.90,0.01,0.00
0.85,54,461,0.12,"402,718",1,"78,906",20,0.05,0.95,0.00,0.00
0.9,1,20,0.05,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.95,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
