p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"48,014",0,0.00,"48,014","372,556",0,"78,926",0.17,1.00,0.90
0.1,"71,499",1,0.00,"119,513","301,057",1,"78,925",0.21,1.00,0.76
0.2,"76,868",41,0.00,"196,381","224,189",42,"78,884",0.26,1.00,0.61
0.3,"69,398",239,0.00,"265,779","154,791",281,"78,645",0.34,1.00,0.47
0.4,"55,104",922,0.02,"320,883","99,687","1,203","77,723",0.44,0.98,0.36
0.5,"40,119","2,796",0.07,"361,002","59,568","3,999","74,927",0.56,0.95,0.27
0.6,"26,784","6,626",0.20,"387,786","32,784","10,625","68,301",0.68,0.87,0.20
0.7,"16,723","12,206",0.42,"404,509","16,061","22,831","56,095",0.78,0.71,0.14
0.8,"9,702","18,254",0.65,"414,211","6,359","41,085","37,841",0.86,0.48,0.09
0.9,"4,871","21,226",0.81,"419,082","1,488","62,311","16,615",0.92,0.21,0.04
1.0,"1,488","16,615",0.92,"420,570",0,"78,926",0,nan,0.00,0.00
