p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"402,719",0,"78,926",5.10,0.16,1.00,1.00
0.01,47,0,inf,47,"402,672",0,"78,926",5.10,0.16,1.00,1.00
0.02,73,0,inf,120,"402,599",0,"78,926",5.10,0.16,1.00,1.00
0.03,129,0,inf,249,"402,470",0,"78,926",5.10,0.16,1.00,1.00
0.04,170,0,inf,419,"402,300",0,"78,926",5.10,0.16,1.00,1.00
0.05,245,0,inf,664,"402,055",0,"78,926",5.09,0.16,1.00,1.00
0.06,367,0,inf,"1,031","401,688",0,"78,926",5.09,0.16,1.00,1.00
0.07,605,2,302.50,"1,636","401,083",2,"78,924",5.08,0.16,1.00,1.00
0.08,807,1,807.00,"2,443","400,276",3,"78,923",5.07,0.16,1.00,0.99
0.09,"1,076",2,538.00,"3,519","399,200",5,"78,921",5.06,0.17,1.00,0.99
0.1,"1,447",5,289.40,"4,966","397,753",10,"78,916",5.04,0.17,1.00,0.99
0.11,"1,787",7,255.29,"6,753","395,966",17,"78,909",5.02,0.17,1.00,0.99
0.12,"2,245",13,172.69,"8,998","393,721",30,"78,896",4.99,0.17,1.00,0.98
0.13,"2,662",8,332.75,"11,660","391,059",38,"78,888",4.96,0.17,1.00,0.98
0.14,"3,201",33,97.00,"14,861","387,858",71,"78,855",4.92,0.17,1.00,0.97
0.15,"3,560",34,104.71,"18,421","384,298",105,"78,821",4.88,0.17,1.00,0.96
0.16,"4,009",42,95.45,"22,430","380,289",147,"78,779",4.83,0.17,1.00,0.95
0.17,"4,468",49,91.18,"26,898","375,821",196,"78,730",4.77,0.17,1.00,0.94
0.18,"5,055",47,107.55,"31,953","370,766",243,"78,683",4.71,0.18,1.00,0.93
0.19,"5,388",67,80.42,"37,341","365,378",310,"78,616",4.65,0.18,1.00,0.92
0.2,"6,008",102,58.90,"43,349","359,370",412,"78,514",4.58,0.18,0.99,0.91
0.21,"6,390",94,67.98,"49,739","352,980",506,"78,420",4.50,0.18,0.99,0.90
0.22,"6,804",135,50.40,"56,543","346,176",641,"78,285",4.42,0.18,0.99,0.88
0.23,"7,161",155,46.20,"63,704","339,015",796,"78,130",4.34,0.19,0.99,0.87
0.24,"7,591",169,44.92,"71,295","331,424",965,"77,961",4.25,0.19,0.99,0.85
0.25,"7,715",237,32.55,"79,010","323,709","1,202","77,724",4.16,0.19,0.98,0.83
0.26,"8,410",252,33.37,"87,420","315,299","1,454","77,472",4.07,0.20,0.98,0.82
0.27,"8,421",263,32.02,"95,841","306,878","1,717","77,209",3.97,0.20,0.98,0.80
0.28,"8,579",329,26.08,"104,420","298,299","2,046","76,880",3.88,0.20,0.97,0.78
0.29,"8,900",390,22.82,"113,320","289,399","2,436","76,490",3.78,0.21,0.97,0.76
0.3,"9,227",446,20.69,"122,547","280,172","2,882","76,044",3.68,0.21,0.96,0.74
0.31,"9,617",452,21.28,"132,164","270,555","3,334","75,592",3.58,0.22,0.96,0.72
0.32,"9,746",539,18.08,"141,910","260,809","3,873","75,053",3.47,0.22,0.95,0.70
0.33,"9,867",612,16.12,"151,777","250,942","4,485","74,441",3.37,0.23,0.94,0.68
0.34,"9,772",664,14.72,"161,549","241,170","5,149","73,777",3.27,0.23,0.93,0.65
0.35,"9,845",718,13.71,"171,394","231,325","5,867","73,059",3.17,0.24,0.93,0.63
0.36,"10,035",802,12.51,"181,429","221,290","6,669","72,257",3.06,0.25,0.92,0.61
0.37,"9,960",823,12.10,"191,389","211,330","7,492","71,434",2.96,0.25,0.91,0.59
0.38,"9,884",928,10.65,"201,273","201,446","8,420","70,506",2.86,0.26,0.89,0.56
0.39,"10,017",989,10.13,"211,290","191,429","9,409","69,517",2.75,0.27,0.88,0.54
0.4,"9,628",985,9.77,"220,918","181,801","10,394","68,532",2.65,0.27,0.87,0.52
0.41,"9,705","1,090",8.90,"230,623","172,096","11,484","67,442",2.55,0.28,0.85,0.50
0.42,"9,568","1,245",7.69,"240,191","162,528","12,729","66,197",2.46,0.29,0.84,0.47
0.43,"9,301","1,371",6.78,"249,492","153,227","14,100","64,826",2.36,0.30,0.82,0.45
0.44,"9,190","1,285",7.15,"258,682","144,037","15,385","63,541",2.27,0.31,0.81,0.43
0.45,"8,959","1,392",6.44,"267,641","135,078","16,777","62,149",2.17,0.32,0.79,0.41
0.46,"8,511","1,422",5.99,"276,152","126,567","18,199","60,727",2.08,0.32,0.77,0.39
0.47,"8,459","1,555",5.44,"284,611","118,108","19,754","59,172",2.00,0.33,0.75,0.37
0.48,"8,170","1,564",5.22,"292,781","109,938","21,318","57,608",1.91,0.34,0.73,0.35
0.49,"7,946","1,668",4.76,"300,727","101,992","22,986","55,940",1.82,0.35,0.71,0.33
0.5,"7,571","1,796",4.22,"308,298","94,421","24,782","54,144",1.74,0.36,0.69,0.31
0.51,"7,329","1,822",4.02,"315,627","87,092","26,604","52,322",1.66,0.38,0.66,0.29
0.52,"6,997","1,886",3.71,"322,624","80,095","28,490","50,436",1.59,0.39,0.64,0.27
0.53,"6,723","1,855",3.62,"329,347","73,372","30,345","48,581",1.51,0.40,0.62,0.25
0.54,"6,290","1,897",3.32,"335,637","67,082","32,242","46,684",1.44,0.41,0.59,0.24
0.55,"5,977","1,964",3.04,"341,614","61,105","34,206","44,720",1.37,0.42,0.57,0.22
0.56,"5,675","1,940",2.93,"347,289","55,430","36,146","42,780",1.30,0.44,0.54,0.20
0.57,"5,358","1,957",2.74,"352,647","50,072","38,103","40,823",1.23,0.45,0.52,0.19
0.58,"4,902","1,977",2.48,"357,549","45,170","40,080","38,846",1.16,0.46,0.49,0.17
0.59,"4,579","2,019",2.27,"362,128","40,591","42,099","36,827",1.10,0.48,0.47,0.16
0.6,"4,355","1,891",2.30,"366,483","36,236","43,990","34,936",1.04,0.49,0.44,0.15
0.61,"3,909","1,879",2.08,"370,392","32,327","45,869","33,057",0.98,0.51,0.42,0.14
0.62,"3,618","1,858",1.95,"374,010","28,709","47,727","31,199",0.92,0.52,0.40,0.12
0.63,"3,245","1,853",1.75,"377,255","25,464","49,580","29,346",0.87,0.54,0.37,0.11
0.64,"3,019","1,771",1.70,"380,274","22,445","51,351","27,575",0.81,0.55,0.35,0.10
0.65,"2,793","1,810",1.54,"383,067","19,652","53,161","25,765",0.76,0.57,0.33,0.09
0.66,"2,480","1,685",1.47,"385,547","17,172","54,846","24,080",0.71,0.58,0.31,0.09
0.67,"2,148","1,704",1.26,"387,695","15,024","56,550","22,376",0.67,0.60,0.28,0.08
0.68,"2,045","1,636",1.25,"389,740","12,979","58,186","20,740",0.63,0.62,0.26,0.07
0.69,"1,701","1,590",1.07,"391,441","11,278","59,776","19,150",0.59,0.63,0.24,0.06
0.7,"1,569","1,502",1.04,"393,010","9,709","61,278","17,648",0.55,0.65,0.22,0.06
0.71,"1,423","1,428",1.00,"394,433","8,286","62,706","16,220",0.51,0.66,0.21,0.05
0.72,"1,198","1,324",0.90,"395,631","7,088","64,030","14,896",0.48,0.68,0.19,0.05
0.73,"1,032","1,336",0.77,"396,663","6,056","65,366","13,560",0.45,0.69,0.17,0.04
0.74,970,"1,244",0.78,"397,633","5,086","66,610","12,316",0.41,0.71,0.16,0.04
0.75,770,"1,223",0.63,"398,403","4,316","67,833","11,093",0.39,0.72,0.14,0.03
0.76,711,"1,056",0.67,"399,114","3,605","68,889","10,037",0.36,0.74,0.13,0.03
0.77,571,"1,004",0.57,"399,685","3,034","69,893","9,033",0.34,0.75,0.11,0.03
0.78,500,990,0.51,"400,185","2,534","70,883","8,043",0.32,0.76,0.10,0.02
0.79,437,890,0.49,"400,622","2,097","71,773","7,153",0.29,0.77,0.09,0.02
0.8,363,798,0.45,"400,985","1,734","72,571","6,355",0.27,0.79,0.08,0.02
0.81,309,748,0.41,"401,294","1,425","73,319","5,607",0.25,0.80,0.07,0.01
0.82,280,756,0.37,"401,574","1,145","74,075","4,851",0.24,0.81,0.06,0.01
0.83,235,709,0.33,"401,809",910,"74,784","4,142",0.22,0.82,0.05,0.01
0.84,216,711,0.30,"402,025",694,"75,495","3,431",0.20,0.83,0.04,0.01
0.85,171,641,0.27,"402,196",523,"76,136","2,790",0.19,0.84,0.04,0.01
0.86,136,681,0.20,"402,332",387,"76,817","2,109",0.18,0.84,0.03,0.01
0.87,126,557,0.23,"402,458",261,"77,374","1,552",0.17,0.86,0.02,0.00
0.88,98,462,0.21,"402,556",163,"77,836","1,090",0.15,0.87,0.01,0.00
0.89,72,388,0.19,"402,628",91,"78,224",702,0.13,0.89,0.01,0.00
0.9,48,294,0.16,"402,676",43,"78,518",408,0.11,0.90,0.01,0.00
0.91,24,188,0.13,"402,700",19,"78,706",220,0.09,0.92,0.00,0.00
0.92,13,133,0.10,"402,713",6,"78,839",87,0.07,0.94,0.00,0.00
0.93,5,65,0.08,"402,718",1,"78,904",22,0.05,0.96,0.00,0.00
0.94,0,20,0.00,"402,718",1,"78,924",2,0.50,0.67,0.00,0.00
0.95,1,2,0.50,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.96,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.97,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.98,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.99,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
