p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",5.33,0.16,1.00,1.00
0.05,93,1,93.00,93,"420,477",1,"78,925",5.33,0.16,1.00,1.00
0.1,"1,309",11,119.00,"1,402","419,168",12,"78,914",5.31,0.16,1.00,1.00
0.15,"6,181",80,77.26,"7,583","412,987",92,"78,834",5.24,0.16,1.00,0.98
0.2,"15,483",387,40.01,"23,066","397,504",479,"78,447",5.07,0.16,0.99,0.95
0.25,"28,531","1,098",25.98,"51,597","368,973","1,577","77,349",4.77,0.17,0.98,0.89
0.3,"40,078","2,163",18.53,"91,675","328,895","3,740","75,186",4.37,0.19,0.95,0.81
0.35,"50,860","3,990",12.75,"142,535","278,035","7,730","71,196",3.91,0.20,0.90,0.70
0.4,"56,714","6,089",9.31,"199,249","221,321","13,819","65,107",3.40,0.23,0.82,0.57
0.45,"56,329","7,838",7.19,"255,578","164,992","21,657","57,269",2.88,0.26,0.73,0.44
0.5,"50,126","9,670",5.18,"305,704","114,866","31,327","47,599",2.41,0.29,0.60,0.33
0.55,"41,182","10,193",4.04,"346,886","73,684","41,520","37,406",1.97,0.34,0.47,0.22
0.6,"29,991","9,729",3.08,"376,877","43,693","51,249","27,677",1.58,0.39,0.35,0.14
0.65,"19,582","8,428",2.32,"396,459","24,111","59,677","19,249",1.25,0.44,0.24,0.09
0.7,"11,890","6,894",1.72,"408,349","12,221","66,571","12,355",0.99,0.50,0.16,0.05
0.75,"6,990","5,526",1.26,"415,339","5,231","72,097","6,829",0.77,0.57,0.09,0.02
0.8,"3,732","4,255",0.88,"419,071","1,499","76,352","2,574",0.58,0.63,0.03,0.01
0.85,"1,340","2,134",0.63,"420,411",159,"78,486",440,0.36,0.73,0.01,0.00
0.9,156,420,0.37,"420,567",3,"78,906",20,0.15,0.87,0.00,0.00
0.95,3,19,0.16,"420,570",0,"78,925",1,0.00,1.00,0.00,0.00
1.0,0,1,0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
