p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,189,0,inf,189,"420,381",0,"78,926",5.33,0.16,1.00,1.00
0.01,347,0,inf,536,"420,034",0,"78,926",5.32,0.16,1.00,1.00
0.02,575,0,inf,"1,111","419,459",0,"78,926",5.31,0.16,1.00,1.00
0.03,816,0,inf,"1,927","418,643",0,"78,926",5.30,0.16,1.00,1.00
0.04,"1,089",0,inf,"3,016","417,554",0,"78,926",5.29,0.16,1.00,0.99
0.05,"1,388",0,inf,"4,404","416,166",0,"78,926",5.27,0.16,1.00,0.99
0.06,"1,668",0,inf,"6,072","414,498",0,"78,926",5.25,0.16,1.00,0.99
0.07,"2,058",0,inf,"8,130","412,440",0,"78,926",5.23,0.16,1.00,0.98
0.08,"2,479",0,inf,"10,609","409,961",0,"78,926",5.19,0.16,1.00,0.98
0.09,"3,005",0,inf,"13,614","406,956",0,"78,926",5.16,0.16,1.00,0.97
0.1,"3,321",0,inf,"16,935","403,635",0,"78,926",5.11,0.16,1.00,0.97
0.11,"3,890",0,inf,"20,825","399,745",0,"78,926",5.06,0.16,1.00,0.96
0.12,"4,267",0,inf,"25,092","395,478",0,"78,926",5.01,0.17,1.00,0.95
0.13,"4,764",0,inf,"29,856","390,714",0,"78,926",4.95,0.17,1.00,0.94
0.14,"5,219",0,inf,"35,075","385,495",0,"78,926",4.88,0.17,1.00,0.93
0.15,"5,628",0,inf,"40,703","379,867",0,"78,926",4.81,0.17,1.00,0.92
0.16,"5,906",0,inf,"46,609","373,961",0,"78,926",4.74,0.17,1.00,0.91
0.17,"6,295",0,inf,"52,904","367,666",0,"78,926",4.66,0.18,1.00,0.89
0.18,"6,732",0,inf,"59,636","360,934",0,"78,926",4.57,0.18,1.00,0.88
0.19,"7,038",0,inf,"66,674","353,896",0,"78,926",4.48,0.18,1.00,0.87
0.2,"7,471",0,inf,"74,145","346,425",0,"78,926",4.39,0.19,1.00,0.85
0.21,"7,783",0,inf,"81,928","338,642",0,"78,926",4.29,0.19,1.00,0.84
0.22,"7,978",0,inf,"89,906","330,664",0,"78,926",4.19,0.19,1.00,0.82
0.23,"8,356",0,inf,"98,262","322,308",0,"78,926",4.08,0.20,1.00,0.80
0.24,"8,606",0,inf,"106,868","313,702",0,"78,926",3.97,0.20,1.00,0.79
0.25,"9,027",0,inf,"115,895","304,675",0,"78,926",3.86,0.21,1.00,0.77
0.26,"9,035",0,inf,"124,930","295,640",0,"78,926",3.75,0.21,1.00,0.75
0.27,"9,203",0,inf,"134,133","286,437",0,"78,926",3.63,0.22,1.00,0.73
0.28,"9,457",0,inf,"143,590","276,980",0,"78,926",3.51,0.22,1.00,0.71
0.29,"9,520",0,inf,"153,110","267,460",0,"78,926",3.39,0.23,1.00,0.69
0.3,"9,647",0,inf,"162,757","257,813",0,"78,926",3.27,0.23,1.00,0.67
0.31,"9,513",1,9513.00,"172,270","248,300",1,"78,925",3.15,0.24,1.00,0.66
0.32,"9,641",0,inf,"181,911","238,659",1,"78,925",3.02,0.25,1.00,0.64
0.33,"9,502",0,inf,"191,413","229,157",1,"78,925",2.90,0.26,1.00,0.62
0.34,"9,408",0,inf,"200,821","219,749",1,"78,925",2.78,0.26,1.00,0.60
0.35,"9,486",0,inf,"210,307","210,263",1,"78,925",2.66,0.27,1.00,0.58
0.36,"9,206",0,inf,"219,513","201,057",1,"78,925",2.55,0.28,1.00,0.56
0.37,"9,149",2,4574.50,"228,662","191,908",3,"78,923",2.43,0.29,1.00,0.54
0.38,"9,025",1,9025.00,"237,687","182,883",4,"78,922",2.32,0.30,1.00,0.52
0.39,"8,788",1,8788.00,"246,475","174,095",5,"78,921",2.21,0.31,1.00,0.51
0.4,"8,516",2,4258.00,"254,991","165,579",7,"78,919",2.10,0.32,1.00,0.49
0.41,"8,405",0,inf,"263,396","157,174",7,"78,919",1.99,0.33,1.00,0.47
0.42,"8,163",4,2040.75,"271,559","149,011",11,"78,915",1.89,0.35,1.00,0.46
0.43,"7,835",5,1567.00,"279,394","141,176",16,"78,910",1.79,0.36,1.00,0.44
0.44,"7,820",3,2606.67,"287,214","133,356",19,"78,907",1.69,0.37,1.00,0.42
0.45,"7,329",3,2443.00,"294,543","126,027",22,"78,904",1.60,0.39,1.00,0.41
0.46,"6,916",6,1152.67,"301,459","119,111",28,"78,898",1.51,0.40,1.00,0.40
0.47,"6,767",16,422.94,"308,226","112,344",44,"78,882",1.42,0.41,1.00,0.38
0.48,"6,489",10,648.90,"314,715","105,855",54,"78,872",1.34,0.43,1.00,0.37
0.49,"6,244",17,367.29,"320,959","99,611",71,"78,855",1.26,0.44,1.00,0.36
0.5,"5,902",15,393.47,"326,861","93,709",86,"78,840",1.19,0.46,1.00,0.35
0.51,"5,824",26,224.00,"332,685","87,885",112,"78,814",1.12,0.47,1.00,0.33
0.52,"5,168",23,224.70,"337,853","82,717",135,"78,791",1.05,0.49,1.00,0.32
0.53,"5,150",39,132.05,"343,003","77,567",174,"78,752",0.98,0.50,1.00,0.31
0.54,"4,869",29,167.90,"347,872","72,698",203,"78,723",0.92,0.52,1.00,0.30
0.55,"4,347",34,127.85,"352,219","68,351",237,"78,689",0.87,0.54,1.00,0.29
0.56,"4,526",71,63.75,"356,745","63,825",308,"78,618",0.81,0.55,1.00,0.29
0.57,"4,111",72,57.10,"360,856","59,714",380,"78,546",0.76,0.57,1.00,0.28
0.58,"3,782",80,47.27,"364,638","55,932",460,"78,466",0.71,0.58,0.99,0.27
0.59,"3,623",91,39.81,"368,261","52,309",551,"78,375",0.67,0.60,0.99,0.26
0.6,"3,411",112,30.46,"371,672","48,898",663,"78,263",0.62,0.62,0.99,0.25
0.61,"3,374",176,19.17,"375,046","45,524",839,"78,087",0.58,0.63,0.99,0.25
0.62,"3,121",217,14.38,"378,167","42,403","1,056","77,870",0.54,0.65,0.99,0.24
0.63,"2,959",267,11.08,"381,126","39,444","1,323","77,603",0.51,0.66,0.98,0.23
0.64,"2,732",309,8.84,"383,858","36,712","1,632","77,294",0.47,0.68,0.98,0.23
0.65,"2,655",370,7.18,"386,513","34,057","2,002","76,924",0.44,0.69,0.97,0.22
0.66,"2,562",482,5.32,"389,075","31,495","2,484","76,442",0.41,0.71,0.97,0.22
0.67,"2,432",539,4.51,"391,507","29,063","3,023","75,903",0.38,0.72,0.96,0.21
0.68,"2,349",761,3.09,"393,856","26,714","3,784","75,142",0.36,0.74,0.95,0.20
0.69,"2,199",889,2.47,"396,055","24,515","4,673","74,253",0.33,0.75,0.94,0.20
0.7,"2,127","1,069",1.99,"398,182","22,388","5,742","73,184",0.31,0.77,0.93,0.19
0.71,"2,158","1,211",1.78,"400,340","20,230","6,953","71,973",0.28,0.78,0.91,0.18
0.72,"1,917","1,311",1.46,"402,257","18,313","8,264","70,662",0.26,0.79,0.90,0.18
0.73,"1,805","1,544",1.17,"404,062","16,508","9,808","69,118",0.24,0.81,0.88,0.17
0.74,"1,649","1,698",0.97,"405,711","14,859","11,506","67,420",0.22,0.82,0.85,0.16
0.75,"1,552","1,870",0.83,"407,263","13,307","13,376","65,550",0.20,0.83,0.83,0.16
0.76,"1,455","2,080",0.70,"408,718","11,852","15,456","63,470",0.19,0.84,0.80,0.15
0.77,"1,404","2,245",0.63,"410,122","10,448","17,701","61,225",0.17,0.85,0.78,0.14
0.78,"1,357","2,501",0.54,"411,479","9,091","20,202","58,724",0.15,0.87,0.74,0.14
0.79,"1,223","2,680",0.46,"412,702","7,868","22,882","56,044",0.14,0.88,0.71,0.13
0.8,"1,017","2,818",0.36,"413,719","6,851","25,700","53,226",0.13,0.89,0.67,0.12
0.81,939,"2,900",0.32,"414,658","5,912","28,600","50,326",0.12,0.89,0.64,0.11
0.82,921,"3,117",0.30,"415,579","4,991","31,717","47,209",0.11,0.90,0.60,0.10
0.83,747,"3,108",0.24,"416,326","4,244","34,825","44,101",0.10,0.91,0.56,0.10
0.84,733,"3,206",0.23,"417,059","3,511","38,031","40,895",0.09,0.92,0.52,0.09
0.85,609,"3,300",0.18,"417,668","2,902","41,331","37,595",0.08,0.93,0.48,0.08
0.86,535,"3,286",0.16,"418,203","2,367","44,617","34,309",0.07,0.94,0.43,0.07
0.87,473,"3,268",0.14,"418,676","1,894","47,885","31,041",0.06,0.94,0.39,0.07
0.88,398,"3,269",0.12,"419,074","1,496","51,154","27,772",0.05,0.95,0.35,0.06
0.89,341,"3,221",0.11,"419,415","1,155","54,375","24,551",0.05,0.96,0.31,0.05
0.9,251,"3,188",0.08,"419,666",904,"57,563","21,363",0.04,0.96,0.27,0.04
0.91,238,"3,147",0.08,"419,904",666,"60,710","18,216",0.04,0.96,0.23,0.04
0.92,204,"3,007",0.07,"420,108",462,"63,717","15,209",0.03,0.97,0.19,0.03
0.93,148,"2,865",0.05,"420,256",314,"66,582","12,344",0.03,0.98,0.16,0.03
0.94,107,"2,758",0.04,"420,363",207,"69,340","9,586",0.02,0.98,0.12,0.02
0.95,105,"2,604",0.04,"420,468",102,"71,944","6,982",0.01,0.99,0.09,0.01
0.96,49,"2,153",0.02,"420,517",53,"74,097","4,829",0.01,0.99,0.06,0.01
0.97,24,"1,795",0.01,"420,541",29,"75,892","3,034",0.01,0.99,0.04,0.01
0.98,20,"1,454",0.01,"420,561",9,"77,346","1,580",0.01,0.99,0.02,0.00
0.99,9,"1,035",0.01,"420,570",0,"78,381",545,0.00,1.00,0.01,0.00
1.0,0,545,0.00,"420,570",0,"78,926",0,nan,nan,0.00,0.00
